"Candidate identification","Candidate name","Incumbent challenger status","Party affiliation","Total receipts","Total individual contributions","Candidate state","Candidate district","Special election status","Primary election status","Runoff election status","General election status"
"H6AZ03153","CHILTON, DONALD G","C","DEM",10735,725,"AZ","03",NA,"L",NA,NA
"H4AZ04016","SHADEGG, JOHN B.","I","REP",1078946.42,588456.29,"AZ","03",NA,"W",NA,"W"
"H2AZ02055","PASTOR, EDWARD L","I","DEM",1093003.23,530801.21,"AZ","04",NA,"W",NA,"W"
"H2AZ05090","KING, LARRY","C","DEM",12600.27,10975.27,"AZ","05",NA,NA,NA,NA
"H4AZ05047","ROGERS, ELIZABETH","C","DEM",1956,40,"AZ","05",NA,NA,NA,NA
"H6AZ05067","MITCHELL, HARRY E","C","DEM",1954182.65,1481253.69,"AZ","05",NA,"W",NA,"W"
"H4AZ05054","O'CONNELL, ROSELYN RUTH","C","REP",0,0,"AZ","05",NA,NA,NA,NA
"H4AZ06052","HAYWORTH, JD","I","REP",2946893,1510933.08,"AZ","05",NA,"W",NA,"L"
"H6AZ06032","JACKSON, KEVIN","C","DEM",0,0,"AZ","06",NA,NA,NA,NA
"H0AZ01184","FLAKE, JEFF MR.","I","REP",543620.78,391697.41,"AZ","06",NA,"W",NA,"W"
"H4AZ06086","BARNES, STAN","C","REP",0,0,"AZ","06",NA,NA,NA,NA
"H2AZ07070","GRIJALVA, RAUL M MR.","I","DEM",623499.21,354792.55,"AZ","07",NA,"W",NA,"W"
"H6AZ07014","DRAKE, RON","C","REP",182041.11,156271.48,"AZ","07",NA,"W",NA,"L"
"H0AZ05037","RYAN, MARY JUDGE","C","DEM",0,0,"AZ","08",NA,NA,NA,NA
"H4AZ08025","LEISTER, DWIGHT D","O","DEM",17138,14700,"AZ","08",NA,NA,NA,NA
"H4AZ08033","SULTAN, TIM","C","DEM",0,0,"AZ","08",NA,NA,NA,NA
"H6AZ08020","LATAS, JEFFREY LYNN","O","DEM",125095.47,109825.91,"AZ","08",NA,"L",NA,NA
"H6AZ08038","GIFFORDS, GABRIELLE","O","DEM",2583805.08,1946564.13,"AZ","08",NA,"W",NA,"W"
"H6AZ08046","SHACTER, FRANCINE ENID","O","DEM",9269,4396,"AZ","08",NA,"L",NA,NA
"H6AZ08053","RODRIGUEZ, ALEX","O","DEM",53414.55,52414.55,"AZ","08",NA,"L",NA,NA
"H6AZ08061","WEISS, PATTY","O","DEM",490274.66,409442.89,"AZ","08",NA,"L",NA,NA
"H6AZ08111","JOHNSON, WILLIAM DANIEL","O","DEM",188044.42,0,"AZ","08",NA,"L",NA,NA
"H2AZ02014","KOLBE, JAMES T","I","REP",335463.06,213769,"AZ","08",NA,NA,NA,NA
"H4AZ08017","GRAF, RANDALL RANDY","O","REP",1403238.58,1147084.36,"AZ","08",NA,"W",NA,"L"
"H6AZ08012","JENKINS, MICHAEL T","O","REP",10371.46,9878.31,"AZ","08",NA,"L",NA,NA
"H6AZ08079","HELLON, MIKE","O","REP",338306.27,204292.85,"AZ","08",NA,"L",NA,NA
"H6AZ08087","HUFFMAN, JON STEVEN JR","O","REP",872979.57,736703.25,"AZ","08",NA,"L",NA,NA
"H6AZ08129","ANTENORI, FRANK RONALD","O","REP",9964.38,7622.01,"AZ","08",NA,"L",NA,NA
"H4AZ08058","BACAL, EVA K","C","Dem",6414.09,320,"AZ","08",NA,NA,NA,NA
"H6AZ08103","QUICK, JAY DUDLEY","O","IND",58312.25,1105,"AZ","08",NA,NA,NA,"L"
"H6AZ08137","NOLAN, DAVID F","C","LIB",22211,20006,"AZ","08",NA,"W",NA,"L"
"H6CA01103","ALIOTO, MICHELA A","C","DEM",0,0,"CA","01",NA,NA,NA,NA
"H8CA01109","THOMPSON, MIKE","I","DEM",1747997.06,1011633.76,"CA","01",NA,"W",NA,"W"
"H0CA01106","WIESNER, LAWRENCE R","C","REP",25264,0,"CA","01",NA,NA,NA,NA
"H6CA01152","JOHN W, JONES","C","REP",100149.29,15341,"CA","01",NA,"W",NA,"L"
"H2CA02076","JOHNSON, MICHAEL DAVID","C","DEM",0,0,"CA","02",NA,NA,NA,NA
"H4CA02072","SEKHON, ARJINDERPAL SINGH","C","DEM",166603.64,166603.64,"CA","02",NA,"W",NA,"L"
"H6CA02192","FALZETT, WILLIAM C JR","C","DEM",9581.72,9481.72,"CA","02",NA,"L",NA,NA
"H6CA02010","HERGER, WALLY","I","REP",689950.27,247429.79,"CA","02",NA,"W",NA,"W"
"H4CA03062","CASTILLO, GABRIEL E","C","DEM",0,0,"CA","03",NA,NA,NA,NA
"H6CA03091","DURSTON, BILL","C","DEM",318666.22,216652.96,"CA","03",NA,"W",NA,"L"
"H8CA03139","KENT, ROBERT DEAN","C","DEM",0,0,"CA","03",NA,NA,NA,NA
"H4CA03070","OLLER, THOMAS R","C","REP",7127.4,520.41,"CA","03",NA,NA,NA,NA
"H6CA34112","LUNGREN, DANIEL E.","I","REP",1062694.27,589562.7,"CA","03",NA,"W",NA,"W"
"H8CA03105","OSE, DOUG","I","REP",7151.24,0,"CA","03",NA,NA,NA,NA
"H8CA05134","TUMA, DOUGLAS ARTHUR","C","LIB",2605,2005,"CA","03",NA,"W",NA,"L"
"H6CA04115","REA, LISA M","C","DEM",40555.66,29710.09,"CA","04",NA,"L",NA,NA
"H6CA04123","BROWN, CHARLES D","C","DEM",1713867.23,1354311.34,"CA","04",NA,"W",NA,"L"
"H6CA04149","HAMERSLEY, MICHAEL","C","DEM",6326,175,"CA","04",NA,"L",NA,NA
"H0CA14042","DOOLITTLE, JOHN","I","REP",2354789.91,1533574.7,"CA","04",NA,"W",NA,"W"
"H6CA04107","HOLMES, JOHN MICHAEL","C","REP",97406.26,77031.26,"CA","04",NA,"L",NA,NA
"H2CA04072","KIRBY, WILLIAM WARNER","C","IND",66.81,0,"CA","04",NA,NA,NA,NA
"H6CA05195","MATSUI, DORIS","O","DEM",2297574.03,1225817.88,"CA","05","W","W",NA,"W"
"H6CA05211","PADILLA, JULIE","O","DEM",37401,37401,"CA","05","L",NA,NA,NA
"H8CA03014","MATSUI, ROBERT","I","DEM",19187.72,0,"CA","05",NA,NA,NA,"L"
"H6CA05187","FLYNN, JOHN THOMAS","O","REP",46532,38032,"CA","05","L",NA,NA,NA
"H6CA05237","CHERNAY, SERGE A","O","REP",16620,15625,"CA","05","L",NA,NA,NA
"H4CA05232","DRISCOLL, PAT","C","GRE",0,0,"CA","05","L",NA,NA,NA
"H6CA05310","KRAVITZ, JEFFREY S","O","GRE",13339,6739,"CA","05",NA,"W",NA,"L"
"H2CA01045","WOOLSEY, LYNN C","I","DEM",1400108.17,917992.5,"CA","06",NA,"W",NA,"W"
"H2CA06101","NATION, JOE","C","DEM",718571.26,657148,"CA","06",NA,"L",NA,NA
"H2CA06234","ERICKSON, PAUL L","C","REP",0,0,"CA","06",NA,NA,NA,NA
"H6CA06185","HOOPER, TODD L","C","REP",12156,4150,"CA","06",NA,"W",NA,"L"
"H6CA06193","HALLIWELL, MICHAEL JOHN","C","REP",7772,6246,"CA","06",NA,"L",NA,"L"
"H6CA07043","MILLER, GEORGE","I","DEM",667498.91,194205.34,"CA","07",NA,"W",NA,"W"
"H8CA05035","PELOSI, NANCY","I","DEM",1679515.18,552638,"CA","08",NA,"W",NA,"W"
"H4CA08079","DEPALMA, JENNIFER","C","REP",150,150,"CA","08",NA,NA,NA,NA
"H6CA08132","CHAVEZ-O'CHOA, BRIAN MR","C","REP",222626.74,221979.58,"CA","08",NA,NA,NA,NA
"H6CA08140","DENUNZIO, MICHAEL ANTHONY","C","REP",149842,79742,"CA","08",NA,"W",NA,"L"
"H6CA08165","KEEFER, KRISSY","C","GRE",31325.95,21941.22,"CA","08",NA,"W",NA,"L"
"H8CA09060","LEE, BARBARA","I","DEM",965877.84,743067.46,"CA","09",NA,"W",NA,"W"
"H4CA09051","BERMUDEZ, CLAUDIA","C","REP",16282.69,16282.69,"CA","09",NA,NA,NA,NA
"H6CA09080","DULK, JOHN DEN","C","REP",39030,15040,"CA","09",NA,"W",NA,"L"
"H6CA10088","TAUSCHER, ELLEN O","I","DEM",930134.57,352031.7,"CA","10",NA,"W",NA,"W"
"H4CA10067","KETELSON, JEFFREY R","C","REP",5440,890,"CA","10",NA,NA,NA,"L"
"H6CA10138","LINN, DARCY","C","REP",4004,5090,"CA","10",NA,"W",NA,"L"
"H2CA11127","SHAW, ELAINE","C","DEM",0,0,"CA","11",NA,NA,NA,NA
"H4CA11081","MCNERNEY, JERRY","C","DEM",2462888.11,2056361.37,"CA","11",NA,"W",NA,"W"
"H6CA11110","FILSON, STEVE N","C","DEM",511268.49,330291.54,"CA","11",NA,"L",NA,NA
"H6CA11128","THOMAS, STEVAN ELDRED","C","DEM",38221,36221,"CA","11",NA,"L",NA,NA
"H6CA11136","ENSIGN, MARGEE","C","DEM",3541,3541,"CA","11",NA,NA,NA,NA
"H2CA11051","POMBO, RICHARD","I","REP",4547783.99,2496316.04,"CA","11",NA,"W",NA,"L"
"H2CA11119","BENIGNO, THOMAS ANTHONY","C","REP",5050,50,"CA","11",NA,"L",NA,NA
"H6CA11144","MCCLOSKEY, PAUL N JR MR","C","REP",573303.92,522046.42,"CA","11",NA,"L",NA,NA
"H0CA11022","LANTOS, TOM","I","DEM",1029425.61,802636.98,"CA","12",NA,"W",NA,"W"
"H2CA12158","ABU-GHAZALAH, MAAD H H","C","DEM",1725,0,"CA","12",NA,NA,NA,NA
"H4CA12055","KHANNA, ROHIT","C","DEM",13181.25,0,"CA","12",NA,NA,NA,NA
"H6CA12159","BARROWS, ROBERT MILTON","C","DEM",11162,1220,"CA","12",NA,"L",NA,NA
"H4CA12071","GRAY, PAT","C","GRE",842,0,"CA","12",NA,NA,NA,NA
"H6CA09023","STARK, PETE","I","DEM",430325.86,40118.33,"CA","13",NA,"W",NA,"W"
"H4CA13079","BRUNO, GEORGE I","C","REP",25189.79,22231.5,"CA","13",NA,"W",NA,"L"
"H8CA12098","ESHOO, ANNA","I","DEM",1036469.61,474762.25,"CA","14",NA,"W",NA,"W"
"H8CA14128","HAUGEN, JOHN CHRISTIAN","C","REP",162.56,0,"CA","14",NA,NA,NA,NA
"H6CA14098","BROUILLET, CAROL LIANE","C","GRE",6808,1163,"CA","14",NA,"W",NA,"L"
"H0CA15148","HONDA, MIKE","I","DEM",761707.58,402554.77,"CA","15",NA,"W",NA,"W"
"H4CA15058","CHUKWU, RAYMOND LEMMY","C","REP",46275,45375,"CA","15",NA,"W",NA,"L"
"H4CA16049","LOFGREN, ZOE","I","DEM",624139.71,293475.5,"CA","16",NA,"W",NA,"W"
"H4CA17021","FARR, SAM","I","DEM",773191.98,357653.9,"CA","17",NA,"W",NA,"W"
"H4CA17260","RISLEY, MARK J","C","REP",432,0,"CA","17",NA,NA,NA,NA
"H2CA18056","CARDOZA, DENNIS","I","DEM",1076227.05,530114.93,"CA","18",NA,"W",NA,"W"
"H6CA18107","KANNO, JOHN","C","REP",155439.01,120139.01,"CA","18",NA,"W",NA,"L"
"H6CA19113","COX, T J","C","DEM",886178.07,239965.31,"CA","19",NA,"W",NA,"L"
"H2CA19054","RADANOVICH, GEORGE","I","REP",1147990.4,689165.43,"CA","19",NA,"W",NA,"W"
"H4CA20074","QUIGLEY, LISA","C","DEM",6864.55,0,"CA","20",NA,NA,NA,NA
"H4CA20082","COSTA, JIM MR.","I","DEM",901164.49,408554,"CA","20",NA,"W",NA,"W"
"H4CA20124","ASHBURN, ROY","C","REP",11307.46,75,"CA","20",NA,NA,NA,NA
"H6CA20137","LOPEZ, JAMES","C","REP",6333,1800,"CA","20",NA,"L",NA,NA
"H6CA21176","HAZE, ERNEST STEVEN","C","DEM",154182.29,15327.07,"CA","21",NA,"W",NA,"L"
"H8CA20059","NUNES, DEVIN GERALD","I","REP",1156518.94,630038.49,"CA","21",NA,"W",NA,"W"
"H6CA22133","BEERY, SHARON MAE","O","DEM",27206,20993,"CA","22",NA,"W",NA,"L"
"H4CA22054","STOKER, MICHAEL BRIAN","C","REP",0.01,0,"CA","22",NA,NA,NA,NA
"H6CA22125","MCCARTHY, KEVIN MR","O","REP",1152445.08,660766.26,"CA","22",NA,"W",NA,"W"
"H8CA18020","THOMAS, WILLIAM M","I","REP",916372.28,183673.33,"CA","22",NA,NA,NA,NA
"H0CA23050","CASE, MICHAEL W","C","DEM",0,0,"CA","23",NA,NA,NA,NA
"H8CA22089","CAPPS, LOIS G","I","DEM",874678.75,409952.6,"CA","23",NA,"W",NA,"W"
"H2CA22116","REGAN, DONALD E","C","REP",4355.21,500,"CA","23",NA,NA,NA,NA
"H2CA23080","ROGERS, BETH","C","REP",0,0,"CA","23",NA,NA,NA,NA
"H6CA00139","TOGNAZZINI, VICTOR  D.","C","REP",74092.55,44010,"CA","23","L","W",NA,"L"
"H6CA23198","GARDNER, HARRY ARTHUR JR","C","IND",5000,0,"CA","23",NA,NA,NA,"L"
"H4CA24118","WAGNER, BRETT GRIFFIN","C","DEM",23258.31,22893,"CA","24",NA,NA,NA,NA
"H6CA24246","PALLANT, MARY","C","DEM",15136.67,14935.3,"CA","24",NA,NA,NA,NA
"H6CA24253","MARTINEZ, JILL MARIE","C","DEM",134374.66,92055.78,"CA","24",NA,"W",NA,"L"
"H6CA21028","GALLEGLY, ELTON","I","REP",645824.26,443735.04,"CA","24",NA,"W",NA,"W"
"H6CA24279","TENENBAUM, MICHAEL","C","REP",184716,142865,"CA","24",NA,"L",NA,NA
"H4CA25099","WILLOUGHBY, FRED TIMOTHY","C","DEM",0,0,"CA","25",NA,NA,NA,NA
"H6CA25136","RODRIGUEZ, ROBERTO J","C","DEM",237846.7,199846.7,"CA","25",NA,"W",NA,"L"
"H6CA40234","CONAWAY, ROBERT DEAN","C","DEM",24,0,"CA","25",NA,NA,NA,NA
"H2CA25028","WYMAN, PHILLIP D","C","REP",0,0,"CA","25",NA,NA,NA,NA
"H2CA25036","MCKEON, HOWARD P ""BUCK""","I","REP",1254505.2,636480.33,"CA","25",NA,"W",NA,"W"
"H4CA26097","MATTHEWS, CYNTHIA","C","DEM",54485.17,15257.39,"CA","26",NA,"W",NA,"L"
"H6CA26183","WARNER, RUSSELL","C","DEM",210126.02,66269.22,"CA","26",NA,"L",NA,NA
"H4CA26113","SARDO, S SONNY","C","REP",83327.85,62377.85,"CA","26",NA,"L",NA,NA
"H8CA35032","DREIER, DAVID","I","REP",2357851.67,1054922.73,"CA","26",NA,"W",NA,"W"
"H6CA24113","SHERMAN, BRAD MR","I","DEM",1610839.1,750948.61,"CA","27",NA,"W",NA,"W"
"H6CA27264","LOW, JAMES EDWARD","C","REP",65350,150,"CA","27",NA,NA,NA,NA
"H6CA27272","HANKWITZ, PETER CHRISTOPHER","C","REP",47479,42354,"CA","27",NA,"W",NA,"L"
"H2CA26026","BERMAN, HOWARD L","I","DEM",914920,606164.98,"CA","28",NA,"W",NA,"W"
"H4CA28069","COLEMAN, CHARLES RAY JR","C","DEM",23128,17570,"CA","28",NA,"L",NA,NA
"H6CA28130","DELEAR, BYRON WALKER","C","GRE",73324.31,24024.31,"CA","28",NA,"W",NA,"L"
"H0CA27085","SCHIFF, ADAM","I","DEM",1200911.15,665345.54,"CA","29",NA,"W",NA,"W"
"H6CA29161","MCCLOSKEY, ROBERT G","C","DEM",63841.59,40067.59,"CA","29",NA,"L",NA,NA
"H4CA29091","SCOLINOS, HARRY","C","REP",500,0,"CA","29",NA,NA,NA,NA
"H6CA29179","PAPARIAN, WILLIAM M","C","GRE",51358,45313,"CA","29",NA,"W",NA,"L"
"H6CA24048","WAXMAN, HENRY A.","I","DEM",648180.62,153954.8,"CA","30",NA,"W",NA,"W"
"H4CA30073","ELIZALDE, VICTOR DAVID","C","REP",38418.93,400,"CA","30",NA,NA,NA,NA
"H6CA30151","JONES, DAVID NELSON","C","REP",23558,17801,"CA","30",NA,"W",NA,"L"
"H2CA30143","BECERRA, XAVIER","I","DEM",838958.11,237020.68,"CA","31",NA,"W",NA,"W"
"H0CA31087","SOLIS, HILDA","I","DEM",809646.93,310972.36,"CA","32",NA,"W",NA,"W"
"H2CA32073","MURRAY, KEVIN","C","DEM",0,0,"CA","32",NA,NA,NA,NA
"H2CA32081","TERRELL, LEO JAMES","C","DEM",2.01,0,"CA","32",NA,NA,NA,NA
"H0CA32093","HENTSCHEL, NOEL IRWIN","C","REP",0,0,"CA","32",NA,NA,NA,NA
"H2CA32099","WATSON, DIANE E E","I","DEM",182019.75,89690.33,"CA","33",NA,"W",NA,"W"
"H2CA33048","ROYBAL-ALLARD, LUCILLE","I","DEM",592766.64,298539.09,"CA","34",NA,"W",NA,"W"
"H4CA23011","WATERS, MAXINE MS","I","DEM",795432.12,260217,"CA","35",NA,"W",NA,"W"
"H2CA35092","MOEN, ROSS","C","REP",0,0,"CA","35",NA,NA,NA,NA
"H2CA27107","HARMAN, JANE","I","DEM",919517.3,612269.08,"CA","36",NA,"W",NA,"W"
"H6CA36117","WINOGRAD, MARCY","C","DEM",373396.8,157327.22,"CA","36",NA,"L",NA,NA
"H4CA36096","WHITEHEAD, PAUL","C","REP",0,0,"CA","36",NA,NA,NA,NA
"H6CA36125","GIBSON, BRIAN","C","REP",24608,6959,"CA","36",NA,"W",NA,"L"
"H8CA36089","SVORINICH, RUDOLPH JR","C","REP",0,0,"CA","36",NA,NA,NA,NA
"H6CA36141","SMITH, JAMES R","C","PAF",7469,2569,"CA","36",NA,"W",NA,"L"
"H2CA38062","MATHEWS, PETER MR.","C","DEM",62746.86,2565.22,"CA","37",NA,NA,NA,NA
"H4CA37060","ROBLES, ALBERT","C","DEM",0,0,"CA","37",NA,NA,NA,NA
"H6CA37222","MILLENDER-MCDONALD, JUANITA","I","DEM",315376.99,66150.33,"CA","37",NA,"W",NA,"W"
"H6CA38097","CHAVEZ, EDWARD","C","DEM",500,500,"CA","38",NA,NA,NA,NA
"H8CA34068","NAPOLITANO, GRACE","I","DEM",329198.33,96256.95,"CA","38",NA,"W",NA,"W"
"H6CA38105","STREET, SIDNEY W","C","REP",8703,2999,"CA","38",NA,"W",NA,"L"
"H2CA39078","SANCHEZ, LINDA","I","DEM",645973.26,269765.67,"CA","39",NA,"W",NA,"W"
"H2CA39086","DE LA TORRE, HECTOR","C","DEM",0,0,"CA","39",NA,NA,NA,NA
"H2CA39110","RAHDER, HELEN MCKENNA","C","DEM",0,0,"CA","39",NA,NA,NA,NA
"H6CA39103","AMADOR, FRANK","C","DEM",15325,1500,"CA","39",NA,"L",NA,NA
"H6CA39111","GRAHAM, KENNETH L","C","DEM",25440,0,"CA","39",NA,"L",NA,NA
"H2CA39102","ESCOBAR, TIM","C","REP",64884.91,64168.54,"CA","39",NA,NA,NA,NA
"H6CA39129","ANDION, JAMES LEE","C","REP",25036,9600,"CA","39",NA,"W",NA,"L"
"H6CA40267","HOFFMAN, FLORICE OREA","C","DEM",143707.59,65132.25,"CA","40",NA,"W",NA,"L"
"H6CA39020","ROYCE, ED MR","I","REP",1520396.6,881512.88,"CA","40",NA,"W",NA,"W"
"H0CA41110","FAVILA, RODOLFO GOMEZ","C","DEM",0,0,"CA","41",NA,NA,NA,NA
"H8CA37079","LEWIS, JERRY","I","REP",1661105.23,428167.21,"CA","41",NA,"W",NA,"W"
"H2CA41066","KIM, JAY C","C","REP",0,0,"CA","42",NA,NA,NA,NA
"H8CA41063","MILLER, GARY G HON.","I","REP",671010.38,331648.85,"CA","42",NA,"W",NA,"W"
"H6CA42099","BACA, JOE","I","DEM",686653.93,310934.2,"CA","43",NA,"W",NA,"W"
"H4CA43068","LANING, EDWARD","C","REP",0,0,"CA","43",NA,NA,NA,NA
"H6CA43121","FOLKENS, SCOTT LLOYD","C","REP",17104,13559,"CA","43",NA,"W",NA,"L"
"H0CA44080","GORDON, JON","C","DEM",0,0,"CA","44",NA,NA,NA,NA
"H2CA44128","VANDENBERG, LOUIS","C","DEM",8668,7044,"CA","44",NA,"W",NA,"L"
"H0CA43066","COLLEN, MARTIN","C","REP",0,0,"CA","44",NA,NA,NA,NA
"H2CA37023","CALVERT, KENNETH S MR.","I","REP",918987.08,562588,"CA","44",NA,"W",NA,"W"
"H0CA45038","CRISELL, TED","C","DEM",0,0,"CA","45",NA,NA,NA,NA
"H2CA44110","KURPIEWSKI, ELLE","C","DEM",2425,2425,"CA","45",NA,NA,NA,NA
"H4CA45071","MEYER, RICHARD JOHN","C","DEM",0,0,"CA","45",NA,NA,NA,NA
"H6CA45084","ROTH, DAVID MALCOLM","C","DEM",724889.58,541161.19,"CA","45",NA,"W",NA,"L"
"H6CA45092","SCHWIMMER, MARTIN LARRY","C","DEM",39229,7164,"CA","45",NA,"L",NA,NA
"H8CA45031","NEAL, PAT","C","DEM",0,0,"CA","45",NA,NA,NA,NA
