"","state","district","year","pvi"
"4146","OH",9,2002,6.99
"4147","OH",9,2004,6.99
"4148","OH",9,2006,8.94
"4149","OH",9,2008,8.94
"4150","OH",9,2010,9.51
"4151","OH",9,2012,14.45
"4152","OH",9,2014,16.06
"4153","OH",9,2016,16.06
"4154","OH",9,2018,12.07
"4155","OH",9,2020,12.07
"4156","OH",9,2022,-3.22
"4157","OH",9,2024,-3.22
"4158","OH",10,1998,1.74
"4159","OH",10,2000,1.74
"4160","OH",10,2002,5.58
"4161","OH",10,2004,5.58
"4162","OH",10,2006,8.58
"4163","OH",10,2008,8.58
"4164","OH",10,2010,7.34
"4165","OH",10,2012,-2.98
"4166","OH",10,2014,-3.12
"4167","OH",10,2016,-3.12
"4168","OH",10,2018,-4.43
"4169","OH",10,2020,-4.43
"4170","OH",10,2022,-4.12
"4171","OH",10,2024,-4.12
"4172","OH",11,1998,28.64
"4173","OH",11,2000,28.64
"4174","OH",11,2002,31.5
"4175","OH",11,2004,31.5
"4176","OH",11,2006,32.76
"4177","OH",11,2008,32.76
"4178","OH",11,2010,32.15
"4179","OH",11,2012,29.4
"4180","OH",11,2014,31.13
"4181","OH",11,2016,31.13
"4182","OH",11,2018,31.54
"4183","OH",11,2020,31.54
"4184","OH",11,2022,27.63
"4185","OH",11,2024,27.63
"4186","OH",12,1998,-4.3
"4187","OH",12,2000,-4.3
"4188","OH",12,2002,-3.28
"4189","OH",12,2004,-3.28
"4190","OH",12,2006,-0.55
"4191","OH",12,2008,-0.55
"4192","OH",12,2010,1.05
"4193","OH",12,2012,-8.3
"4194","OH",12,2014,-7.52
"4195","OH",12,2016,-7.52
"4196","OH",12,2018,-7.18
"4197","OH",12,2020,-7.18
"4198","OH",12,2022,-17.58
"4199","OH",12,2024,-17.58
"4200","OH",13,1998,-1.55
"4201","OH",13,2000,-1.55
"4202","OH",13,2002,4.37
"4203","OH",13,2004,4.37
"4204","OH",13,2006,6.33
"4205","OH",13,2008,6.33
"4206","OH",13,2010,4.59
"4207","OH",13,2012,10.95
"4208","OH",13,2014,11.25
"4209","OH",13,2016,11.25
"4210","OH",13,2018,4.65
"4211","OH",13,2020,4.65
"4212","OH",13,2022,-0.64
"4213","OH",13,2024,-0.64
"4214","OH",14,1998,6.03
"4215","OH",14,2000,6.03
"4216","OH",14,2002,-4.42
"4217","OH",14,2004,-4.42
"4218","OH",14,2006,-2.23
"4219","OH",14,2008,-2.23
"4220","OH",14,2010,-3.22
"4221","OH",14,2012,-3.25
"4222","OH",14,2014,-3.74
"4223","OH",14,2016,-3.74
"4224","OH",14,2018,-6.25
"4225","OH",14,2020,-6.25
"4226","OH",14,2022,-9.45
"4227","OH",14,2024,-9.45
"4228","OH",15,1998,-8.32
"4229","OH",15,2000,-8.32
"4230","OH",15,2002,-4.67
"4231","OH",15,2004,-4.67
"4232","OH",15,2006,-0.51
"4233","OH",15,2008,-0.51
"4234","OH",15,2010,1.01
"4235","OH",15,2012,-6.54
"4236","OH",15,2014,-5.3
"4237","OH",15,2016,-5.3
"4238","OH",15,2018,-8.22
"4239","OH",15,2020,-8.22
"4240","OH",15,2022,-5.92
"4241","OH",15,2024,-5.92
"4242","OH",16,1998,-4.7
"4243","OH",16,2000,-4.7
"4244","OH",16,2002,-5.99
"4245","OH",16,2004,-5.99
"4246","OH",16,2006,-3.57
"4247","OH",16,2008,-3.57
"4248","OH",16,2010,-4.46
"4249","OH",16,2012,-5.15
"4250","OH",16,2014,-6.03
"4251","OH",16,2016,-6.03
"4252","OH",16,2018,-8.9
"4253","OH",16,2020,-8.9
"4254","OH",17,1998,12.47
"4255","OH",17,2000,12.47
"4256","OH",17,2002,12.83
"4257","OH",17,2004,12.83
"4258","OH",17,2006,13.74
"4259","OH",17,2008,13.74
"4260","OH",17,2010,10.69
"4261","OH",18,1998,1.82
"4262","OH",18,2000,1.82
"4263","OH",18,2002,-7.71
"4264","OH",18,2004,-7.71
"4265","OH",18,2006,-6.48
"4266","OH",18,2008,-6.48
"4267","OH",18,2010,-7.3
"4268","OH",19,1998,-0.87
"4269","OH",19,2000,-0.87
"4270","OK",1,1998,-15.29
"4271","OK",1,2000,-15.29
"4272","OK",1,2002,-12.81
"4273","OK",1,2004,-12.81
"4274","OK",1,2006,-13.8
"4275","OK",1,2008,-13.8
"4276","OK",1,2010,-17.01
"4277","OK",1,2012,-16.93
"4278","OK",1,2014,-17.77
"4279","OK",1,2016,-17.77
"4280","OK",1,2018,-16.73
"4281","OK",1,2020,-16.73
"4282","OK",1,2022,-13.88
"4283","OK",1,2024,-13.88
"4284","OK",2,1998,-0.1
"4285","OK",2,2000,-0.1
"4286","OK",2,2002,-3.07
"4287","OK",2,2004,-3.07
"4288","OK",2,2006,-6.87
"4289","OK",2,2008,-6.87
"4290","OK",2,2010,-16.43
"4291","OK",2,2012,-16.6
"4292","OK",2,2014,-19.68
"4293","OK",2,2016,-19.68
"4294","OK",2,2018,-25.4
"4295","OK",2,2020,-25.4
"4296","OK",2,2022,-28.89
"4297","OK",2,2024,-28.89
"4298","OK",3,1998,0.34
"4299","OK",3,2000,0.34
"4300","OK",3,2002,-16.11
"4301","OK",3,2004,-16.11
"4302","OK",3,2006,-19.38
"4303","OK",3,2008,-19.38
"4304","OK",3,2010,-25
"4305","OK",3,2012,-25.1
"4306","OK",3,2014,-26.06
"4307","OK",3,2016,-26.06
"4308","OK",3,2018,-28.26
"4309","OK",3,2020,-28.26
"4310","OK",3,2022,-24.38
"4311","OK",3,2024,-24.38
"4312","OK",4,1998,-9.73
"4313","OK",4,2000,-9.73
"4314","OK",4,2002,-11.61
"4315","OK",4,2004,-11.61
"4316","OK",4,2006,-14.71
"4317","OK",4,2008,-14.71
"4318","OK",4,2010,-19.05
"4319","OK",4,2012,-18.79
"4320","OK",4,2014,-19.24
"4321","OK",4,2016,-19.24
"4322","OK",4,2018,-20.41
"4323","OK",4,2020,-20.41
"4324","OK",4,2022,-18.55
"4325","OK",4,2024,-18.55
"4326","OK",5,1998,-20.86
"4327","OK",5,2000,-20.86
"4328","OK",5,2002,-12.44
"4329","OK",5,2004,-12.44
"4330","OK",5,2006,-12.78
"4331","OK",5,2008,-12.78
"4332","OK",5,2010,-12.91
"4333","OK",5,2012,-12.93
"4334","OK",5,2014,-11.64
"4335","OK",5,2016,-11.64
"4336","OK",5,2018,-9.14
"4337","OK",5,2020,-9.14
"4338","OK",5,2022,-12.4
"4339","OK",5,2024,-12.4
"4340","OK",6,1998,-8.88
"4341","OK",6,2000,-8.88
"4342","OR",1,1998,2.78
"4343","OR",1,2000,2.78
"4344","OR",1,2002,3.09
"4345","OR",1,2004,3.09
"4346","OR",1,2006,5.72
"4347","OR",1,2008,5.72
"4348","OR",1,2010,8.43
"4349","OR",1,2012,6.96
"4350","OR",1,2014,7.07
"4351","OR",1,2016,7.07
"4352","OR",1,2018,10.2
"4353","OR",1,2020,10.2
"4354","OR",1,2022,17.74
"4355","OR",1,2024,17.74
"4356","OR",2,1998,-8.47
"4357","OR",2,2000,-8.47
"4358","OR",2,2002,-13.58
"4359","OR",2,2004,-13.58
"4360","OR",2,2006,-11.23
"4361","OR",2,2008,-11.23
"4362","OR",2,2010,-9.49
"4363","OR",2,2012,-9.45
"4364","OR",2,2014,-10.07
"4365","OR",2,2016,-10.07
"4366","OR",2,2018,-11.53
"4367","OR",2,2020,-11.53
"4368","OR",2,2022,-15.21
"4369","OR",2,2024,-15.21
"4370","OR",3,1998,12.63
"4371","OR",3,2000,12.63
"4372","OR",3,2002,15.22
"4373","OR",3,2004,15.22
"4374","OR",3,2006,17.6
"4375","OR",3,2008,17.6
"4376","OR",3,2010,19.43
"4377","OR",3,2012,21.03
"4378","OR",3,2014,22.24
"4379","OR",3,2016,22.24
"4380","OR",3,2018,24.22
"4381","OR",3,2020,24.22
"4382","OR",3,2022,22.18
"4383","OR",3,2024,22.18
"4384","OR",4,1998,0.45
"4385","OR",4,2000,0.45
"4386","OR",4,2002,-2.65
"4387","OR",4,2004,-2.65
"4388","OR",4,2006,0.39
"4389","OR",4,2008,0.39
"4390","OR",4,2010,1.73
"4391","OR",4,2012,2.12
"4392","OR",4,2014,1.71
"4393","OR",4,2016,1.71
"4394","OR",4,2018,-0.39
"4395","OR",4,2020,-0.39
"4396","OR",4,2022,4.05
"4397","OR",4,2024,4.05
"4398","OR",5,1998,-1.18
"4399","OR",5,2000,-1.18
"4400","OR",5,2002,-1.05
"4401","OR",5,2004,-1.05
"4402","OR",5,2006,0.2
"4403","OR",5,2008,0.2
"4404","OR",5,2010,1.48
"4405","OR",5,2012,0.56
"4406","OR",5,2014,0.02
"4407","OR",5,2016,0.02
"4408","OR",5,2018,0.83
"4409","OR",5,2020,0.83
"4410","OR",5,2022,1.82
"4411","OR",5,2024,1.82
"4412","PA",1,1998,28.85
"4413","PA",1,2000,28.85
"4414","PA",1,2002,34.84
"4415","PA",1,2004,34.84
"4416","PA",1,2006,35.56
"4417","PA",1,2008,35.56
"4418","PA",1,2010,34.86
"4419","PA",1,2012,24.93
"4420","PA",1,2014,29.4
"4421","PA",1,2016,29.4
"4422","PA",1,2018,-0.35
"4423","PA",1,2020,-0.35
"4424","PA",1,2022,-0.13
"4425","PA",1,2024,-0.13
"4426","PA",2,1998,32.87
"4427","PA",2,2000,32.87
"4428","PA",2,2002,38
"4429","PA",2,2004,38
"4430","PA",2,2006,38.6
"4431","PA",2,2008,38.6
"4432","PA",2,2010,37.27
"4433","PA",2,2012,38.03
"4434","PA",2,2014,38.65
"4435","PA",2,2016,38.65
"4436","PA",2,2018,24.1
"4437","PA",2,2020,24.1
"4438","PA",2,2022,20.46
"4439","PA",2,2024,20.46
"4440","PA",3,1998,11.23
"4441","PA",3,2000,11.23
"4442","PA",3,2002,-2.62
"4443","PA",3,2004,-2.62
"4444","PA",3,2006,-2.17
"4445","PA",3,2008,-2.17
"4446","PA",3,2010,-3.27
"4447","PA",3,2012,-5.88
"4448","PA",3,2014,-7.92
"4449","PA",3,2016,-7.92
"4450","PA",3,2018,41.39
"4451","PA",3,2020,41.39
"4452","PA",3,2022,38.99
"4453","PA",3,2024,38.99
"4454","PA",4,1998,2.31
"4455","PA",4,2000,2.31
"4456","PA",4,2002,-3.34
"4457","PA",4,2004,-3.34
"4458","PA",4,2006,-3.41
"4459","PA",4,2008,-3.41
"4460","PA",4,2010,-7.59
"4461","PA",4,2012,-8.73
"4462","PA",4,2014,-9.42
"4463","PA",4,2016,-9.42
"4464","PA",4,2018,7.89
"4465","PA",4,2020,7.89
"4466","PA",4,2022,7.01
"4467","PA",4,2024,7.01
"4468","PA",5,1998,-7.8
"4469","PA",5,2000,-7.8
"4470","PA",5,2002,-10.98
"4471","PA",5,2004,-10.98
"4472","PA",5,2006,-10.13
"4473","PA",5,2008,-10.13
"4474","PA",5,2010,-9.23
"4475","PA",5,2012,-6.13
"4476","PA",5,2014,-8.93
"4477","PA",5,2016,-8.93
"4478","PA",5,2018,13.09
"4479","PA",5,2020,13.09
"4480","PA",5,2022,13.97
"4481","PA",5,2024,13.97
"4482","PA",6,1998,-6.95
"4483","PA",6,2000,-6.95
"4484","PA",6,2002,-0.04
"4485","PA",6,2004,-0.04
"4486","PA",6,2006,2.17
"4487","PA",6,2008,2.17
"4488","PA",6,2010,4.26
"4489","PA",6,2012,-0.56
"4490","PA",6,2014,-2.42
"4491","PA",6,2016,-2.42
"4492","PA",6,2018,2.71
"4493","PA",6,2020,2.71
"4494","PA",6,2022,4.76
"4495","PA",6,2024,4.76
"4496","PA",7,1998,-5.36
"4497","PA",7,2000,-5.36
"4498","PA",7,2002,1.44
"4499","PA",7,2004,1.44
"4500","PA",7,2006,3.59
"4501","PA",7,2008,3.59
"4502","PA",7,2010,3.1
"4503","PA",7,2012,-0.27
"4504","PA",7,2014,-2.31
"4505","PA",7,2016,-2.31
"4506","PA",7,2018,-0.02
"4507","PA",7,2020,-0.02
"4508","PA",7,2022,-2.12
"4509","PA",7,2024,-2.12
"4510","PA",8,1998,-3.15
"4511","PA",8,2000,-3.15
"4512","PA",8,2002,2.35
"4513","PA",8,2004,2.35
"4514","PA",8,2006,2.81
"4515","PA",8,2008,2.81
"4516","PA",8,2010,1.36
"4517","PA",8,2012,0.5
"4518","PA",8,2014,-1.48
"4519","PA",8,2016,-1.48
"4520","PA",8,2018,-3.5
"4521","PA",8,2020,-3.5
"4522","PA",8,2022,-4.12
"4523","PA",8,2024,-4.12
"4524","PA",9,1998,-13.81
"4525","PA",9,2000,-13.81
"4526","PA",9,2002,-15.39
"4527","PA",9,2004,-15.39
"4528","PA",9,2006,-15.9
"4529","PA",9,2008,-15.9
"4530","PA",9,2010,-17.39
"4531","PA",9,2012,-11.21
"4532","PA",9,2014,-14.78
"4533","PA",9,2016,-14.78
"4534","PA",9,2018,-16.64
"4535","PA",9,2020,-16.64
"4536","PA",9,2022,-21.03
"4537","PA",9,2024,-21.03
"4538","PA",10,1998,-4.91
"4539","PA",10,2000,-4.91
"4540","PA",10,2002,-8.48
"4541","PA",10,2004,-8.48
"4542","PA",10,2006,-8.85
"4543","PA",10,2008,-8.85
"4544","PA",10,2010,-8.18
"4545","PA",10,2012,-11.22
"4546","PA",10,2014,-12.42
"4547","PA",10,2016,-12.42
"4548","PA",10,2018,-5.67
"4549","PA",10,2020,-5.67
"4550","PA",10,2022,-4.85
"4551","PA",10,2024,-4.85
"4552","PA",11,1998,-0.43
"4553","PA",11,2000,-0.43
"4554","PA",11,2002,5.31
"4555","PA",11,2004,5.31
"4556","PA",11,2006,4.38
"4557","PA",11,2008,4.38
"4558","PA",11,2010,3.84
"4559","PA",11,2012,-6.14
"4560","PA",11,2014,-6.54
"4561","PA",11,2016,-6.54
"4562","PA",11,2018,-14.38
"4563","PA",11,2020,-14.38
"4564","PA",11,2022,-13.42
"4565","PA",11,2024,-13.42
"4566","PA",12,1998,1.65
"4567","PA",12,2000,1.65
"4568","PA",12,2002,5.32
"4569","PA",12,2004,5.32
"4570","PA",12,2006,3.35
"4571","PA",12,2008,3.35
"4572","PA",12,2010,-2.22
"4573","PA",12,2012,-7.08
"4574","PA",12,2014,-9.97
"4575","PA",12,2016,-9.97
"4576","PA",12,2018,-18.72
"4577","PA",12,2020,-18.72
"4578","PA",12,2022,7.85
"4579","PA",12,2024,7.85
"4580","PA",13,1998,-0.79
"4581","PA",13,2000,-0.79
"4582","PA",13,2002,6.7
"4583","PA",13,2004,6.7
"4584","PA",13,2006,7.44
"4585","PA",13,2008,7.44
"4586","PA",13,2010,5.95
"4587","PA",13,2012,12.04
"4588","PA",13,2014,13.99
"4589","PA",13,2016,13.99
"4590","PA",13,2018,-23.44
"4591","PA",13,2020,-23.44
"4592","PA",13,2022,-25.12
"4593","PA",13,2024,-25.12
"4594","PA",14,1998,12.1
"4595","PA",14,2000,12.1
"4596","PA",14,2002,20.99
"4597","PA",14,2004,20.99
"4598","PA",14,2006,21.15
"4599","PA",14,2008,21.15
"4600","PA",14,2010,18.1
"4601","PA",14,2012,15.07
"4602","PA",14,2014,16.23
"4603","PA",14,2016,16.23
"4604","PA",14,2018,-14.81
"4605","PA",14,2020,-14.81
"4606","PA",14,2022,-18.07
"4607","PA",14,2024,-18.07
"4608","PA",15,1998,-1.37
"4609","PA",15,2000,-1.37
"4610","PA",15,2002,0.28
"4611","PA",15,2004,0.28
"4612","PA",15,2006,1.09
"4613","PA",15,2008,1.09
"4614","PA",15,2010,2.3
"4615","PA",15,2012,-1.33
"4616","PA",15,2014,-2.81
"4617","PA",15,2016,-2.81
"4618","PA",15,2018,-21.58
"4619","PA",15,2020,-21.58
"4620","PA",15,2022,-20.79
"4621","PA",15,2024,-20.79
"4622","PA",16,1998,-13.74
"4623","PA",16,2000,-13.74
"4624","PA",16,2002,-13.91
"4625","PA",16,2004,-13.91
"4626","PA",16,2006,-11.37
"4627","PA",16,2008,-11.37
"4628","PA",16,2010,-6.78
"4629","PA",16,2012,-4.72
"4630","PA",16,2014,-4.63
"4631","PA",16,2016,-4.63
"4632","PA",16,2018,-9.76
"4633","PA",16,2020,-9.76
"4634","PA",16,2022,-12.71
"4635","PA",16,2024,-12.71
"4636","PA",17,1998,-14.45
"4637","PA",17,2000,-14.45
"4638","PA",17,2002,-7.72
"4639","PA",17,2004,-7.72
"4640","PA",17,2006,-7.09
"4641","PA",17,2008,-7.09
"4642","PA",17,2010,-5.8
"4643","PA",17,2012,4.02
"4644","PA",17,2014,4.11
"4645","PA",17,2016,4.11
"4646","PA",17,2018,-2.89
"4647","PA",17,2020,-2.89
"4648","PA",17,2022,0.37
"4649","PA",17,2024,0.37
"4650","PA",18,1998,5.7
"4651","PA",18,2000,5.7
"4652","PA",18,2002,-2.8
"4653","PA",18,2004,-2.8
"4654","PA",18,2006,-3.01
"4655","PA",18,2008,-3.01
"4656","PA",18,2010,-7.6
"4657","PA",18,2012,-7.8
"4658","PA",18,2014,-10.24
"4659","PA",18,2016,-10.24
"4660","PA",18,2018,12.95
"4661","PA",18,2020,12.95
"4662","PA",19,1998,-12.57
"4663","PA",19,2000,-12.57
"4664","PA",19,2002,-13.33
"4665","PA",19,2004,-13.33
"4666","PA",19,2006,-13.09
"4667","PA",19,2008,-13.09
"4668","PA",19,2010,-11.18
"4669","PA",20,1998,5.49
"4670","PA",20,2000,5.49
"4671","PA",21,1998,1.29
"4672","PA",21,2000,1.29
"4673","RI",1,1998,12.17
"4674","RI",1,2000,12.17
"4675","RI",1,2002,16.84
"4676","RI",1,2004,16.84
"4677","RI",1,2006,14.8
"4678","RI",1,2008,14.8
"4679","RI",1,2010,12.88
"4680","RI",1,2012,14.22
"4681","RI",1,2014,14.98
"4682","RI",1,2016,14.98
"4683","RI",1,2018,12.97
"4684","RI",1,2020,12.97
"4685","RI",1,2022,12.39
"4686","RI",1,2024,12.39
"4687","RI",2,1998,9.9
"4688","RI",2,2000,9.9
"4689","RI",2,2002,14.02
"4690","RI",2,2004,14.02
"4691","RI",2,2006,10.73
"4692","RI",2,2008,10.73
"4693","RI",2,2010,8.91
"4694","RI",2,2012,7.73
"4695","RI",2,2014,8.61
"4696","RI",2,2016,8.61
"4697","RI",2,2018,4.16
"4698","RI",2,2020,4.16
"4699","RI",2,2022,4.24
"4700","RI",2,2024,4.24
"4701","SC",1,1998,-14.8
"4702","SC",1,2000,-14.8
"4703","SC",1,2002,-10.7
"4704","SC",1,2004,-10.7
"4705","SC",1,2006,-10.11
"4706","SC",1,2008,-10.11
"4707","SC",1,2010,-10.54
"4708","SC",1,2012,-10.61
"4709","SC",1,2014,-11.03
"4710","SC",1,2016,-11.03
"4711","SC",1,2018,-8.73
"4712","SC",1,2020,-8.73
"4713","SC",1,2022,-7.24
"4714","SC",1,2024,-7.24
"4715","SC",2,1998,-12.16
"4716","SC",2,2000,-12.16
"4717","SC",2,2002,-10.1
"4718","SC",2,2004,-10.1
"4719","SC",2,2006,-9.4
"4720","SC",2,2008,-9.4
"4721","SC",2,2010,-8.49
"4722","SC",2,2012,-16.05
"4723","SC",2,2014,-15.34
"4724","SC",2,2016,-15.34
"4725","SC",2,2018,-11.9
"4726","SC",2,2020,-11.9
"4727","SC",2,2022,-8.27
"4728","SC",2,2024,-8.27
"4729","SC",3,1998,-13.37
"4730","SC",3,2000,-13.37
"4731","SC",3,2002,-14.97
"4732","SC",3,2004,-14.97
"4733","SC",3,2006,-14.86
"4734","SC",3,2008,-14.86
"4735","SC",3,2010,-17.36
"4736","SC",3,2012,-17.19
"4737","SC",3,2014,-17.65
"4738","SC",3,2016,-17.65
"4739","SC",3,2018,-20.07
"4740","SC",3,2020,-20.07
"4741","SC",3,2022,-21.15
"4742","SC",3,2024,-21.15
"4743","SC",4,1998,-15.65
"4744","SC",4,2000,-15.65
"4745","SC",4,2002,-16.22
"4746","SC",4,2004,-16.22
"4747","SC",4,2006,-14.87
"4748","SC",4,2008,-14.87
"4749","SC",4,2010,-14.95
"4750","SC",4,2012,-15.22
"4751","SC",4,2014,-15.2
"4752","SC",4,2016,-15.2
"4753","SC",4,2018,-14.82
"4754","SC",4,2020,-14.82
"4755","SC",4,2022,-12.22
"4756","SC",4,2024,-12.22
"4757","SC",5,1998,-5.31
"4758","SC",5,2000,-5.31
"4759","SC",5,2002,-6.24
"4760","SC",5,2004,-6.24
"4761","SC",5,2006,-6.4
"4762","SC",5,2008,-6.4
"4763","SC",5,2010,-7.01
"4764","SC",5,2012,-9.3
"4765","SC",5,2014,-8.34
"4766","SC",5,2016,-8.34
"4767","SC",5,2018,-10.05
"4768","SC",5,2020,-10.05
"4769","SC",5,2022,-11.53
"4770","SC",5,2024,-11.53
"4771","SC",6,1998,12.66
"4772","SC",6,2000,12.66
"4773","SC",6,2002,8.88
"4774","SC",6,2004,8.88
"4775","SC",6,2006,11.28
"4776","SC",6,2008,11.28
"4777","SC",6,2010,11.32
"4778","SC",6,2012,18.86
"4779","SC",6,2014,21.19
"4780","SC",6,2016,21.19
"4781","SC",6,2018,19.11
"4782","SC",6,2020,19.11
"4783","SC",6,2022,14.33
"4784","SC",6,2024,14.33
"4785","SD",1,1998,-6.51
"4786","SD",1,2000,-6.51
"4787","SD",1,2002,-11.88
"4788","SD",1,2004,-11.88
"4789","SD",1,2006,-10.22
"4790","SD",1,2008,-10.22
"4791","SD",1,2010,-8.41
"4792","SD",1,2012,-8.41
"4793","SD",1,2014,-10.38
"4794","SD",1,2016,-10.38
"4795","SD",1,2018,-15.61
"4796","SD",1,2020,-15.61
"4797","SD",1,2022,-16.05
"4798","SD",1,2024,-16.05
"4799","TN",1,1998,-13.38
"4800","TN",1,2000,-13.38
"4801","TN",1,2002,-12.19
"4802","TN",1,2004,-12.19
"4803","TN",1,2006,-15.91
"4804","TN",1,2008,-15.91
"4805","TN",1,2010,-22.55
"4806","TN",1,2012,-22.8
"4807","TN",1,2014,-25.56
"4808","TN",1,2016,-25.56
"4809","TN",1,2018,-29.49
"4810","TN",1,2020,-29.49
"4811","TN",1,2022,-30.06
"4812","TN",1,2024,-30.06
"4813","TN",2,1998,-8.82
"4814","TN",2,2000,-8.82
"4815","TN",2,2002,-10.56
"4816","TN",2,2004,-10.56
"4817","TN",2,2006,-12.93
"4818","TN",2,2008,-12.93
"4819","TN",2,2010,-17.64
"4820","TN",2,2012,-17.29
"4821","TN",2,2014,-20.04
"4822","TN",2,2016,-20.04
"4823","TN",2,2018,-19.96
"4824","TN",2,2020,-19.96
"4825","TN",2,2022,-17.82
"4826","TN",2,2024,-17.82
"4827","TN",3,1998,-4.55
"4828","TN",3,2000,-4.55
"4829","TN",3,2002,-8.19
"4830","TN",3,2004,-8.19
"4831","TN",3,2006,-9.75
"4832","TN",3,2008,-9.75
"4833","TN",3,2010,-14.88
"4834","TN",3,2012,-14.16
"4835","TN",3,2014,-16.28
"4836","TN",3,2016,-16.28
"4837","TN",3,2018,-18.75
"4838","TN",3,2020,-18.75
"4839","TN",3,2022,-18.8
"4840","TN",3,2024,-18.8
"4841","TN",4,1998,-1.92
"4842","TN",4,2000,-1.92
"4843","TN",4,2002,-0.73
"4844","TN",4,2004,-0.73
"4845","TN",4,2006,-5.59
"4846","TN",4,2008,-5.59
"4847","TN",4,2010,-15.76
"4848","TN",4,2012,-15.28
"4849","TN",4,2014,-17.97
"4850","TN",4,2016,-17.97
"4851","TN",4,2018,-21.46
"4852","TN",4,2020,-21.46
"4853","TN",4,2022,-21.77
"4854","TN",4,2024,-21.77
"4855","TN",5,1998,4.32
"4856","TN",5,2000,4.32
"4857","TN",5,2002,7.45
"4858","TN",5,2004,7.45
"4859","TN",5,2006,4.38
"4860","TN",5,2008,4.38
"4861","TN",5,2010,3.1
"4862","TN",5,2012,4.65
"4863","TN",5,2014,4.76
"4864","TN",5,2016,4.76
"4865","TN",5,2018,7.64
"4866","TN",5,2020,7.64
"4867","TN",5,2022,-8.56
"4868","TN",5,2024,-8.56
"4869","TN",6,1998,-2.91
"4870","TN",6,2000,-2.91
"4871","TN",6,2002,-0.31
"4872","TN",6,2004,-0.31
"4873","TN",6,2006,-6.71
"4874","TN",6,2008,-6.71
"4875","TN",6,2010,-14.55
"4876","TN",6,2012,-17.12
"4877","TN",6,2014,-21.44
"4878","TN",6,2016,-21.44
"4879","TN",6,2018,-25.41
"4880","TN",6,2020,-25.41
"4881","TN",6,2022,-17.3
"4882","TN",6,2024,-17.3
"4883","TN",7,1998,-10.61
"4884","TN",7,2000,-10.61
"4885","TN",7,2002,-9.79
"4886","TN",7,2004,-9.79
"4887","TN",7,2006,-13.76
"4888","TN",7,2008,-13.76
"4889","TN",7,2010,-18.72
"4890","TN",7,2012,-15.13
"4891","TN",7,2014,-18.18
"4892","TN",7,2016,-18.18
"4893","TN",7,2018,-20.87
"4894","TN",7,2020,-20.87
"4895","TN",7,2022,-10.05
"4896","TN",7,2024,-10.05
"4897","TN",8,1998,-1.1
"4898","TN",8,2000,-1.1
"4899","TN",8,2002,1.2
"4900","TN",8,2004,1.2
"4901","TN",8,2006,-1.07
"4902","TN",8,2008,-1.07
"4903","TN",8,2010,-8.22
"4904","TN",8,2012,-16.97
"4905","TN",8,2014,-18.85
"4906","TN",8,2016,-18.85
"4907","TN",8,2018,-19.34
"4908","TN",8,2020,-19.34
"4909","TN",8,2022,-21.23
"4910","TN",8,2024,-21.23
"4911","TN",9,1998,16.42
"4912","TN",9,2000,16.42
"4913","TN",9,2002,13.64
"4914","TN",9,2004,13.64
"4915","TN",9,2006,19.24
"4916","TN",9,2008,19.24
"4917","TN",9,2010,23.45
"4918","TN",9,2012,23.06
"4919","TN",9,2014,26.28
"4920","TN",9,2016,26.28
"4921","TN",9,2018,28.21
"4922","TN",9,2020,28.21
"4923","TN",9,2022,22.39
"4924","TN",9,2024,22.39
"4925","TX",1,1998,-4.6
"4926","TX",1,2000,-4.6
"4927","TX",1,2002,-14.37
"4928","TX",1,2004,-14.37
"4929","TX",1,2006,-18.07
"4930","TX",1,2008,-18.07
"4931","TX",1,2010,-21.79
"4932","TX",1,2012,-21.91
"4933","TX",1,2014,-23.91
"4934","TX",1,2016,-23.91
"4935","TX",1,2018,-24.94
"4936","TX",1,2020,-24.94
"4937","TX",1,2022,-25.53
"4938","TX",1,2024,-25.53
"4939","TX",2,1998,-2.05
"4940","TX",2,2000,-2.05
"4941","TX",2,2002,-13.26
"4942","TX",2,2004,-13.26
"4943","TX",2,2006,-12.32
"4944","TX",2,2008,-12.32
"4945","TX",2,2010,-13.35
"4946","TX",2,2012,-16.13
"4947","TX",2,2014,-15.9
"4948","TX",2,2016,-15.9
"4949","TX",2,2018,-8.46
"4950","TX",2,2020,-8.46
"4951","TX",2,2022,-14.84
"4952","TX",2,2024,-14.84
"4953","TX",3,1998,-21.58
"4954","TX",3,2000,-21.58
"4955","TX",3,2002,-22.51
"4956","TX",3,2004,-22.51
"4957","TX",3,2006,-16.71
"4958","TX",3,2008,-16.71
"4959","TX",3,2010,-12.65
"4960","TX",3,2012,-16.88
"4961","TX",3,2014,-16.9
"4962","TX",3,2016,-16.9
"4963","TX",3,2018,-10.72
"4964","TX",3,2020,-10.72
"4965","TX",3,2022,-10.92
"4966","TX",3,2024,-10.92
"4967","TX",4,1998,-14.77
"4968","TX",4,2000,-14.77
"4969","TX",4,2002,-20.45
"4970","TX",4,2004,-20.45
"4971","TX",4,2006,-18.47
"4972","TX",4,2008,-18.47
"4973","TX",4,2010,-22.25
"4974","TX",4,2012,-22.53
"4975","TX",4,2014,-26.17
"4976","TX",4,2016,-26.17
"4977","TX",4,2018,-28.24
"4978","TX",4,2020,-28.24
"4979","TX",4,2022,-16.39
"4980","TX",4,2024,-16.39
"4981","TX",5,1998,-7.26
"4982","TX",5,2000,-7.26
"4983","TX",5,2002,-12.34
"4984","TX",5,2004,-12.34
