"","state","district","year","pvi"
"5827","WI",8,2014,-2.71
"5828","WI",8,2016,-2.71
"5829","WI",8,2018,-8.75
"5830","WI",8,2020,-8.75
"5831","WI",8,2022,-10.16
"5832","WI",8,2024,-10.16
"5833","WI",9,1998,-14.45
"5834","WI",9,2000,-14.45
"5835","WY",1,1998,-10.06
"5836","WY",1,2000,-10.06
"5837","WY",1,2002,-21.25
"5838","WY",1,2004,-21.25
"5839","WY",1,2006,-19.61
"5840","WY",1,2008,-19.61
"5841","WY",1,2010,-19.96
"5842","WY",1,2012,-19.96
"5843","WY",1,2014,-22.41
"5844","WY",1,2016,-22.41
"5845","WY",1,2018,-25.9
"5846","WY",1,2020,-25.9
"5847","WY",1,2022,-25.27
"5848","WY",1,2024,-25.27
"5849","AZ",7,2002,9.79
"5850","AZ",7,2004,9.79
"5851","AZ",7,2006,8.62
"5852","AZ",7,2008,8.62
"5853","AZ",7,2010,5.19
"5854","AZ",7,2012,11.91
"5855","AZ",7,2014,18.73
"5856","AZ",7,2016,18.73
"5857","AZ",7,2018,23.93
"5858","AZ",7,2020,23.93
"5859","AZ",7,2022,14.98
"5860","AZ",7,2024,14.98
"5861","AZ",8,2002,-2.27
"5862","AZ",8,2004,-2.27
"5863","AZ",8,2006,-2.06
"5864","AZ",8,2008,-2.06
"5865","AZ",8,2010,-5.52
"5866","AZ",8,2012,-13.84
"5867","AZ",8,2014,-14.64
"5868","AZ",8,2016,-14.64
"5869","AZ",8,2018,-12.81
"5870","AZ",8,2020,-12.81
"5871","AZ",8,2022,-9.69
"5872","AZ",8,2024,-9.69
"5873","CA",53,2002,10.3
"5874","CA",53,2004,10.3
"5875","CA",53,2006,12.45
"5876","CA",53,2008,12.45
"5877","CA",53,2010,15.17
"5878","CA",53,2012,7.86
"5879","CA",53,2014,10.35
"5880","CA",53,2016,10.35
"5881","CA",53,2018,15.79
"5882","CA",53,2020,15.79
"5883","CO",7,2002,0.21
"5884","CO",7,2004,0.21
"5885","CO",7,2006,2.2
"5886","CO",7,2008,2.2
"5887","CO",7,2010,5.24
"5888","CO",7,2012,4.06
"5889","CO",7,2014,5.45
"5890","CO",7,2016,5.45
"5891","CO",7,2018,5.54
"5892","CO",7,2020,5.54
"5893","CO",7,2022,3.89
"5894","CO",7,2024,3.89
"5895","FL",24,2002,-3.67
"5896","FL",24,2004,-3.67
"5897","FL",24,2006,-3.91
"5898","FL",24,2008,-3.91
"5899","FL",24,2010,-4.45
"5900","FL",24,2012,32.57
"5901","FL",24,2014,34.94
"5902","FL",24,2016,34.94
"5903","FL",24,2018,33.33
"5904","FL",24,2020,33.33
"5905","FL",24,2022,24.64
"5906","FL",24,2024,24.64
"5907","FL",25,2002,-5.33
"5908","FL",25,2004,-5.33
"5909","FL",25,2006,-5.12
"5910","FL",25,2008,-5.12
"5911","FL",25,2010,-4.34
"5912","FL",25,2012,-7.25
"5913","FL",25,2014,-3.89
"5914","FL",25,2016,-3.89
"5915","FL",25,2018,-3.28
"5916","FL",25,2020,-3.28
"5917","FL",25,2022,9.2
"5918","FL",25,2024,9.2
"5919","GA",12,2002,4.04
"5920","GA",12,2004,4.04
"5921","GA",12,2006,1
"5922","GA",12,2008,1
"5923","GA",12,2010,1.57
"5924","GA",12,2012,-9.39
"5925","GA",12,2014,-8.29
"5926","GA",12,2016,-8.29
"5927","GA",12,2018,-9.02
"5928","GA",12,2020,-9.02
"5929","GA",12,2022,-7.52
"5930","GA",12,2024,-7.52
"5931","GA",13,2002,7.72
"5932","GA",13,2004,7.72
"5933","GA",13,2006,10.07
"5934","GA",13,2008,10.07
"5935","GA",13,2010,16.72
"5936","GA",13,2012,12.5
"5937","GA",13,2014,17.03
"5938","GA",13,2016,17.03
"5939","GA",13,2018,20.7
"5940","GA",13,2020,20.7
"5941","GA",13,2022,27.87
"5942","GA",13,2024,27.87
"5943","NV",3,2002,-0.01
"5944","NV",3,2004,-0.01
"5945","NV",3,2006,0.42
"5946","NV",3,2008,0.42
"5947","NV",3,2010,2.26
"5948","NV",3,2012,0.24
"5949","NV",3,2014,-0.96
"5950","NV",3,2016,-0.96
"5951","NV",3,2018,-1.62
"5952","NV",3,2020,-1.62
"5953","NV",3,2022,1.46
"5954","NV",3,2024,1.46
"5955","NC",13,2002,-0.41
"5956","NC",13,2004,-0.41
"5957","NC",13,2006,2.78
"5958","NC",13,2008,2.78
"5959","NC",13,2010,5.71
"5960","NC",13,2012,-8.9
"5961","NC",13,2014,-8.59
"5962","NC",13,2016,-8.59
"5963","NC",13,2018,-5.77
"5964","NC",13,2020,-5.77
"5965","NC",13,2022,-1.64
"5966","NC",13,2024,-1.64
"5967","TX",31,2002,-21.83
"5968","TX",31,2004,-21.83
"5969","TX",31,2006,-16.18
"5970","TX",31,2008,-16.18
"5971","TX",31,2010,-12.64
"5972","TX",31,2012,-11.55
"5973","TX",31,2014,-12.26
"5974","TX",31,2016,-12.26
"5975","TX",31,2018,-9.12
"5976","TX",31,2020,-9.12
"5977","TX",31,2022,-13.72
"5978","TX",31,2024,-13.72
"5979","TX",32,2002,-15.17
"5980","TX",32,2004,-15.17
"5981","TX",32,2006,-9.91
"5982","TX",32,2008,-9.91
"5983","TX",32,2010,-7.44
"5984","TX",32,2012,-9.79
"5985","TX",32,2014,-9.72
"5986","TX",32,2016,-9.72
"5987","TX",32,2018,-2.56
"5988","TX",32,2020,-2.56
"5989","TX",32,2022,14.05
"5990","TX",32,2024,14.05
"5991","AZ",9,2012,-1.27
"5992","AZ",9,2014,-0.17
"5993","AZ",9,2016,-0.17
"5994","AZ",9,2018,5.79
"5995","AZ",9,2020,5.79
"5996","AZ",9,2022,-15.64
"5997","AZ",9,2024,-15.64
"5998","FL",26,2012,-3.34
"5999","FL",26,2014,0.32
"6000","FL",26,2016,0.32
"6001","FL",26,2018,6.39
"6002","FL",26,2020,6.39
"6003","FL",26,2022,-8.41
"6004","FL",26,2024,-8.41
"6005","FL",27,2012,-4.93
"6006","FL",27,2014,-0.13
"6007","FL",27,2016,-0.13
"6008","FL",27,2018,7.1
"6009","FL",27,2020,7.1
"6010","FL",27,2022,0.15
"6011","FL",27,2024,0.15
"6012","GA",14,2012,-24.51
"6013","GA",14,2014,-26.1
"6014","GA",14,2016,-26.1
"6015","GA",14,2018,-27.84
"6016","GA",14,2020,-27.84
"6017","GA",14,2022,-21.77
"6018","GA",14,2024,-21.77
"6019","NV",4,2012,3.21
"6020","NV",4,2014,3.62
"6021","NV",4,2016,3.62
"6022","NV",4,2018,2.01
"6023","NV",4,2020,2.01
"6024","NV",4,2022,2.59
"6025","NV",4,2024,2.59
"6026","SC",7,2012,-7.19
"6027","SC",7,2014,-7.23
"6028","SC",7,2016,-7.23
"6029","SC",7,2018,-9.83
"6030","SC",7,2020,-9.83
"6031","SC",7,2022,-11.48
"6032","SC",7,2024,-11.48
"6033","TX",33,2012,14.74
"6034","TX",33,2014,19.37
"6035","TX",33,2016,19.37
"6036","TX",33,2018,23.41
"6037","TX",33,2020,23.41
"6038","TX",33,2022,23.68
"6039","TX",33,2024,23.68
"6040","TX",34,2012,5.14
"6041","TX",34,2014,8.75
"6042","TX",34,2016,8.75
"6043","TX",34,2018,9.84
"6044","TX",34,2020,9.84
"6045","TX",34,2022,8.6
"6046","TX",34,2024,8.6
"6047","TX",35,2012,9.75
"6048","TX",35,2014,12.02
"6049","TX",35,2016,12.02
"6050","TX",35,2018,15.63
"6051","TX",35,2020,15.63
"6052","TX",35,2022,20.97
"6053","TX",35,2024,20.97
"6054","TX",36,2012,-22.03
"6055","TX",36,2014,-25.44
"6056","TX",36,2016,-25.44
"6057","TX",36,2018,-25.36
"6058","TX",36,2020,-25.36
"6059","TX",36,2022,-18.29
"6060","TX",36,2024,-18.29
"6061","UT",4,2012,-12.81
"6062","UT",4,2014,-18.59
"6063","UT",4,2016,-18.59
"6064","UT",4,2018,-9.59
"6065","UT",4,2020,-9.59
"6066","UT",4,2022,-15.94
"6067","UT",4,2024,-15.94
"6068","WA",10,2012,4.47
"6069","WA",10,2014,5.52
"6070","WA",10,2016,5.52
"6071","WA",10,2018,5.28
"6072","WA",10,2020,5.28
"6073","WA",10,2022,6.66
"6074","WA",10,2024,6.66
"6075","CO",8,2022,-0.45
"6076","CO",8,2024,-0.45
"6077","FL",28,2022,-2.37
"6078","FL",28,2024,-2.37
"6079","MT",1,2022,-6.23
"6080","MT",1,2024,-6.23
"6081","MT",2,2022,-16.3
"6082","MT",2,2024,-16.3
"6083","NC",14,2022,5.54
"6084","NC",14,2024,5.54
"6085","OR",6,2022,4.06
"6086","OR",6,2024,4.06
"6087","TX",37,2022,24.29
"6088","TX",37,2024,24.29
"6089","TX",38,2022,-12.38
"6090","TX",38,2024,-12.38
"6091","AL",0,1998,-8.15532847646669
"6092","AL",0,2000,-8.15532847646669
"6093","AR",0,1998,5.11304191887301
"6094","AR",0,2000,5.11304191887301
"6095","AZ",0,1998,-3.80729112808652
"6096","AZ",0,2000,-3.80729112808652
"6097","CA",0,1998,3.14174241496279
"6098","CA",0,2000,3.14174241496279
"6099","CO",0,1998,-4.26853283818856
"6100","CO",0,2000,-4.26853283818856
"6101","CT",0,1998,4.40426584236699
"6102","CT",0,2000,4.40426584236699
"6103","DC",0,1998,35.7672850652721
"6104","DC",0,2000,35.7672850652721
"6105","DE",0,1998,3.36759715438455
"6106","DE",0,2000,3.36759715438455
"6107","FL",0,1998,-2.32961846198419
"6108","FL",0,2000,-2.32961846198419
"6109","GA",0,1998,-4.7883132823657
"6110","GA",0,2000,-4.7883132823657
"6111","HI",0,1998,7.98992992509433
"6112","HI",0,2000,7.98992992509433
"6113","IA",0,1998,0.833530474965846
"6114","IA",0,2000,0.833530474965846
"6115","ID",0,1998,-14.9142849333003
"6116","ID",0,2000,-14.9142849333003
"6117","IL",0,1998,4.95123019593079
"6118","IL",0,2000,4.95123019593079
"6119","IN",0,1998,-7.71967189599316
"6120","IN",0,2000,-7.71967189599316
"6121","KS",0,1998,-12.8391815541167
"6122","KS",0,2000,-12.8391815541167
"6123","KY",0,1998,-3.53566068427558
"6124","KY",0,2000,-3.53566068427558
"6125","LA",0,1998,1.18726967257379
"6126","LA",0,2000,1.18726967257379
"6127","MA",0,1998,12.6033198006653
"6128","MA",0,2000,12.6033198006653
"6129","MD",0,1998,4.15414912828447
"6130","MD",0,2000,4.15414912828447
"6131","ME",0,1998,6.61091503255433
"6132","ME",0,2000,6.61091503255433
"6133","MI",0,1998,2.24745644054113
"6134","MI",0,2000,2.24745644054113
"6135","MN",0,1998,4.56523314472846
"6136","MN",0,2000,4.56523314472846
"6137","MO",0,1998,-0.112623863824728
"6138","MO",0,2000,-0.112623863824728
"6139","MS",0,1998,-7.69218367901061
"6140","MS",0,2000,-7.69218367901061
"6141","MT",0,1998,-5.23418705304853
"6142","MT",0,2000,-5.23418705304853
"6143","NC",0,1998,-6.41174956832189
"6144","NC",0,2000,-6.41174956832189
"6145","ND",0,1998,-9.30180894383266
"6146","ND",0,2000,-9.30180894383266
"6147","NE",0,1998,-15.1420969631697
"6148","NE",0,2000,-15.1420969631697
"6149","NH",0,1998,0.00749396318807705
"6150","NH",0,2000,0.00749396318807705
"6151","NJ",0,1998,3.43052507139452
"6152","NJ",0,2000,3.43052507139452
"6153","NM",0,1998,-0.0960063830114368
"6154","NM",0,2000,-0.0960063830114368
"6155","NV",0,1998,-3.50355059988452
"6156","NV",0,2000,-3.50355059988452
"6157","NY",0,1998,9.98306537448565
"6158","NY",0,2000,9.98306537448565
"6159","OH",0,1998,-1.4098907731952
"6160","OH",0,2000,-1.4098907731952
"6161","OK",0,1998,-9.10562990190824
"6162","OK",0,2000,-9.10562990190824
"6163","OR",0,1998,0.77866617266764
"6164","OR",0,2000,0.77866617266764
"6165","PA",0,1998,0.858392889654004
"6166","PA",0,2000,0.858392889654004
"6167","RI",0,1998,12.8144472489516
"6168","RI",0,2000,12.8144472489516
"6169","SC",0,1998,-7.97401475728566
"6170","SC",0,2000,-7.97401475728566
"6171","SD",0,1998,-6.41509098465975
"6172","SD",0,2000,-6.41509098465975
"6173","TN",0,1998,-2.78515257805983
"6174","TN",0,2000,-2.78515257805983
"6175","TX",0,1998,-6.95565182428731
"6176","TX",0,2000,-6.95565182428731
"6177","UT",0,1998,-16.8526541391614
"6178","UT",0,2000,-16.8526541391614
"6179","VA",0,1998,-5.83384261006026
"6180","VA",0,2000,-5.83384261006026
"6181","VT",0,1998,8.05102963144901
"6182","VT",0,2000,8.05102963144901
"6183","WA",0,1998,2.89427140548953
"6184","WA",0,2000,2.89427140548953
"6185","WI",0,1998,0.738381125392264
"6186","WI",0,2000,0.738381125392264
"6187","WV",0,1998,3.80856490634185
"6188","WV",0,2000,3.80856490634185
"6189","WY",0,1998,-10.9635874297454
"6190","WY",0,2000,-10.9635874297454
"6191","AL",0,2002,-7.99918687362576
"6192","AL",0,2004,-7.99918687362576
"6193","AR",0,2002,-1.13888370951881
"6194","AR",0,2004,-1.13888370951881
"6195","AZ",0,2002,-3.5325793802834
"6196","AZ",0,2004,-3.5325793802834
"6197","CA",0,2002,5.07973761269252
"6198","CA",0,2004,5.07973761269252
"6199","CO",0,2002,-4.93075152076395
"6200","CO",0,2004,-4.93075152076395
"6201","CT",0,2002,8.15604746432701
"6202","CT",0,2004,8.15604746432701
"6203","DC",0,2002,39.0200851176578
"6204","DC",0,2004,39.0200851176578
"6205","DE",0,2002,5.83438995421675
"6206","DE",0,2004,5.83438995421675
"6207","FL",0,2002,-0.591289550140633
"6208","FL",0,2004,-0.591289550140633
"6209","GA",0,2002,-6.02245530970761
"6210","GA",0,2004,-6.02245530970761
"6211","HI",0,2002,9.56430261210722
"6212","HI",0,2004,9.56430261210722
"6213","IA",0,2002,0.178858828679738
"6214","IA",0,2004,0.178858828679738
"6215","ID",0,2002,-19.7126975286291
"6216","ID",0,2004,-19.7126975286291
"6217","IL",0,2002,5.65970799035206
"6218","IL",0,2004,5.65970799035206
"6219","IN",0,2002,-8.16726128108993
"6220","IN",0,2004,-8.16726128108993
"6221","KS",0,2002,-12.0823447775342
"6222","KS",0,2004,-12.0823447775342
"6223","KY",0,2002,-7.04015024981849
"6224","KY",0,2004,-7.04015024981849
"6225","LA",0,2002,-2.69079769975446
"6226","LA",0,2004,-2.69079769975446
"6227","MA",0,2002,14.3753938898768
"6228","MA",0,2004,14.3753938898768
"6229","MD",0,2002,7.1361515291187
"6230","MD",0,2004,7.1361515291187
"6231","ME",0,2002,3.84983846707207
"6232","ME",0,2004,3.84983846707207
"6233","MI",0,2002,2.4304854100827
"6234","MI",0,2004,2.4304854100827
"6235","MN",0,2002,1.93308338391012
"6236","MN",0,2004,1.93308338391012
"6237","MO",0,2002,-1.77377491634803
"6238","MO",0,2004,-1.77377491634803
"6239","MS",0,2002,-8.51401633512259
"6240","MS",0,2004,-8.51401633512259
"6241","MT",0,2002,-12.0406968895754
"6242","MT",0,2004,-12.0406968895754
"6243","NC",0,2002,-6.85706719645302
"6244","NC",0,2004,-6.85706719645302
"6245","ND",0,2002,-13.3999499723147
"6246","ND",0,2004,-13.3999499723147
"6247","NE",0,2002,-15.3998890646516
"6248","NE",0,2004,-15.3998890646516
"6249","NH",0,2002,-0.474756399122866
"6250","NH",0,2004,-0.474756399122866
"6251","NJ",0,2002,7.27368059618042
"6252","NJ",0,2004,7.27368059618042
"6253","NM",0,2002,-0.346595630652317
"6254","NM",0,2004,-0.346595630652317
"6255","NV",0,2002,-2.62256882883463
"6256","NV",0,2004,-2.62256882883463
"6257","NY",0,2002,12.4528854312369
"6258","NY",0,2004,12.4528854312369
"6259","OH",0,2002,-1.84115924318057
"6260","OH",0,2004,-1.84115924318057
"6261","OK",0,2002,-10.7872284861577
"6262","OK",0,2004,-10.7872284861577
"6263","OR",0,2002,-0.0263748738295906
"6264","OR",0,2004,-0.0263748738295906
"6265","PA",0,2002,1.52508758491843
"6266","PA",0,2004,1.52508758491843
"6267","RI",0,2002,15.111317604682
"6268","RI",0,2004,15.111317604682
"6269","SC",0,2002,-8.29245510166128
"6270","SC",0,2004,-8.29245510166128
"6271","SD",0,2002,-10.5710035709561
"6272","SD",0,2004,-10.5710035709561
"6273","TN",0,2002,-2.52706229631119
"6274","TN",0,2004,-2.52706229631119
"6275","TX",0,2002,-10.2589312498448
"6276","TX",0,2004,-10.2589312498448
"6277","UT",0,2002,-20.6755738211992
"6278","UT",0,2004,-20.6755738211992
"6279","VA",0,2002,-4.75214864903373
"6280","VA",0,2004,-4.75214864903373
"6281","VT",0,2002,5.99939797570349
"6282","VT",0,2004,5.99939797570349
"6283","WA",0,2002,2.63066867535731
"6284","WA",0,2004,2.63066867535731
"6285","WI",0,2002,0.189527599838829
"6286","WI",0,2004,0.189527599838829
"6287","WV",0,2002,-1.71946201081816
"6288","WV",0,2004,-1.71946201081816
"6289","WY",0,2002,-18.9852813818538
"6290","WY",0,2004,-18.9852813818538
"6291","AL",0,2006,-10.725521052506
"6292","AL",0,2008,-10.725521052506
"6293","AR",0,2006,-3.55779400721321
"6294","AR",0,2008,-3.55779400721321
"6295","AZ",0,2006,-3.93271400550833
"6296","AZ",0,2008,-3.93271400550833
"6297","CA",0,2006,6.17592739852762
"6298","CA",0,2008,6.17592739852762
"6299","CO",0,2006,-2.05208926758978
"6300","CO",0,2008,-2.05208926758978
"6301","CT",0,2006,7.11431474179455
"6302","CT",0,2008,7.11431474179455
"6303","DC",0,2006,41.3563221641645
"6304","DC",0,2008,41.3563221641645
"6305","DE",0,2006,5.40283543928364
"6306","DE",0,2008,5.40283543928364
"6307","FL",0,2006,-1.04972247461715
"6308","FL",0,2008,-1.04972247461715
"6309","GA",0,2006,-6.91742336889
"6310","GA",0,2008,-6.91742336889
"6311","HI",0,2006,6.58255509137384
"6312","HI",0,2008,6.58255509137384
"6313","IA",0,2006,0.632374908987686
"6314","IA",0,2008,0.632374908987686
"6315","ID",0,2006,-18.8599866923164
"6316","ID",0,2008,-18.8599866923164
"6317","IL",0,2006,6.29566767526781
"6318","IL",0,2008,6.29566767526781
"6319","IN",0,2006,-8.9746132612465
"6320","IN",0,2008,-8.9746132612465
"6321","KS",0,2006,-11.5353613925509
"6322","KS",0,2008,-11.5353613925509
"6323","KY",0,2006,-8.59347212846666
"6324","KY",0,2008,-8.59347212846666
"6325","LA",0,2006,-5.6388278843766
"6326","LA",0,2008,-5.6388278843766
"6327","MA",0,2006,14.0986671340452
"6328","MA",0,2008,14.0986671340452
"6329","MD",0,2006,7.88608386491628
"6330","MD",0,2008,7.88608386491628
"6331","ME",0,2006,4.96841225212439
"6332","ME",0,2008,4.96841225212439
"6333","MI",0,2006,2.79722453055025
"6334","MI",0,2008,2.79722453055025
"6335","MN",0,2006,2.48647551109737
"6336","MN",0,2008,2.48647551109737
"6337","MO",0,2006,-2.29858210412472
"6338","MO",0,2008,-2.29858210412472
"6339","MS",0,2006,-8.74933378176262
"6340","MS",0,2008,-8.74933378176262
"6341","MT",0,2006,-10.4449580672721
"6342","MT",0,2008,-10.4449580672721
"6343","NC",0,2006,-5.45328868761377
"6344","NC",0,2008,-5.45328868761377
"6345","ND",0,2006,-13.2696751959687
"6346","ND",0,2008,-13.2696751959687
"6347","NE",0,2006,-15.5861836010745
"6348","NE",0,2008,-15.5861836010745
"6349","NH",0,2006,1.19495597544111
"6350","NH",0,2008,1.19495597544111
"6351","NJ",0,2006,5.42494415245471
"6352","NJ",0,2008,5.42494415245471
"6353","NM",0,2006,0.551919151703952
"6354","NM",0,2008,0.551919151703952
"6355","NV",0,2006,-0.608216859421402
"6356","NV",0,2008,-0.608216859421402
"6357","NY",0,2006,11.0850419184411
"6358","NY",0,2008,11.0850419184411
"6359","OH",0,2006,-0.4044888996756
"6360","OH",0,2008,-0.4044888996756
"6361","OK",0,2006,-13.6037794949539
"6362","OK",0,2008,-13.6037794949539
"6363","OR",0,2006,2.48463188636303
"6364","OR",0,2008,2.48463188636303
"6365","PA",0,2006,2.32502081114041
"6366","PA",0,2008,2.32502081114041
"6367","RI",0,2006,12.6896015079513
"6368","RI",0,2008,12.6896015079513
"6369","SC",0,2006,-7.66923053168851
"6370","SC",0,2008,-7.66923053168851
"6371","SD",0,2006,-10.2444566847709
"6372","SD",0,2008,-10.2444566847709
"6373","TN",0,2006,-5.04517158394861
"6374","TN",0,2008,-5.04517158394861
"6375","TX",0,2006,-10.5275219008303
"6376","TX",0,2008,-10.5275219008303
"6377","UT",0,2006,-22.0970161687797
"6378","UT",0,2008,-22.0970161687797
"6379","VA",0,2006,-3.29289205246303
"6380","VA",0,2008,-3.29289205246303
"6381","VT",0,2006,9.93002888777455
"6382","VT",0,2008,9.93002888777455
"6383","WA",0,2006,4.3152855740839
"6384","WA",0,2008,4.3152855740839
"6385","WI",0,2006,1.01680909063422
"6386","WI",0,2008,1.01680909063422
"6387","WV",0,2006,-4.82611191715064
"6388","WV",0,2008,-4.82611191715064
"6389","WY",0,2006,-19.6359142308152
"6390","WY",0,2008,-19.6359142308152
"6391","AL",0,2010,-13.8279263142157
"6392","AL",0,2012,-13.8279263142157
"6393","AR",0,2010,-11.2980339319205
"6394","AR",0,2012,-11.2980339319205
"6395","AZ",0,2010,-6.98948320829995
"6396","AZ",0,2012,-6.98948320829995
"6397","CA",0,2010,8.03386089592903
"6398","CA",0,2012,8.03386089592903
"6399","CO",0,2010,0.386192703721228
"6400","CO",0,2012,0.386192703721228
"6401","CT",0,2010,7.37220199542208
"6402","CT",0,2012,7.37220199542208
"6403","DC",0,2010,40.2453395009551
"6404","DC",0,2012,40.2453395009551
"6405","DE",0,2010,8.00117413772368
"6406","DE",0,2012,8.00117413772368
"6407","FL",0,2010,-2.00295458024675
"6408","FL",0,2012,-2.00295458024675
"6409","GA",0,2010,-6.49511621817687
"6410","GA",0,2012,-6.49511621817687
"6411","HI",0,2010,15.8903632258121
"6412","HI",0,2012,15.8903632258121
"6413","IA",0,2010,1.11710711545664
"6414","IA",0,2012,1.11710711545664
"6415","ID",0,2010,-17.0344333105721
"6416","ID",0,2012,-17.0344333105721
"6417","IL",0,2010,8.41755013484224
"6418","IL",0,2012,8.41755013484224
"6419","IN",0,2010,-4.64971038934669
"6420","IN",0,2012,-4.64971038934669
"6421","KS",0,2010,-11.3612879704183
"6422","KS",0,2012,-11.3612879704183
"6423","KY",0,2010,-11.1122820806126
"6424","KY",0,2012,-11.1122820806126
"6425","LA",0,2010,-11.3609223494655
"6426","LA",0,2012,-11.3609223494655
"6427","MA",0,2010,10.648216127297
"6428","MA",0,2012,10.648216127297
"6429","MD",0,2010,8.90365511057381
"6430","MD",0,2012,8.90365511057381
"6431","ME",0,2010,5.32828547065365
"6432","ME",0,2012,5.32828547065365
"6433","MI",0,2010,4.27463088814155
"6434","MI",0,2012,4.27463088814155
"6435","MN",0,2010,1.92695248824615
"6436","MN",0,2012,1.92695248824615
"6437","MO",0,2010,-3.39091893958309
"6438","MO",0,2012,-3.39091893958309
"6439","MS",0,2010,-9.89785825773936
"6440","MS",0,2012,-9.89785825773936
"6441","MT",0,2010,-5.98380158403842
"6442","MT",0,2012,-5.98380158403842
"6443","NC",0,2010,-3.87132693637544
"6444","NC",0,2012,-3.87132693637544
"6445","ND",0,2010,-9.23421509251025
"6446","ND",0,2012,-9.23421509251025
"6447","NE",0,2010,-12.3539465424885
"6448","NE",0,2012,-12.3539465424885
"6449","NH",0,2010,1.38867158415082
"6450","NH",0,2012,1.38867158415082
"6451","NJ",0,2010,4.30580007231287
"6452","NJ",0,2012,4.30580007231287
"6453","NM",0,2010,3.21328463154383
"6454","NM",0,2012,3.21328463154383
"6455","NV",0,2010,2.02534825171606
"6456","NV",0,2012,2.02534825171606
"6457","NY",0,2010,10.0691458423845
"6458","NY",0,2012,10.0691458423845
"6459","OH",0,2010,-0.949616020468007
"6460","OH",0,2012,-0.949616020468007
"6461","OK",0,2010,-18.0617176691748
"6462","OK",0,2012,-18.0617176691748
"6463","OR",0,2010,4.40214091556727
"6464","OR",0,2012,4.40214091556727
"6465","PA",0,2010,1.80154197491329
"6466","PA",0,2012,1.80154197491329
"6467","RI",0,2010,10.8576743648632
"6468","RI",0,2012,10.8576743648632
"6469","SC",0,2010,-8.00246795322603
"6470","SC",0,2012,-8.00246795322603
"6471","SD",0,2010,-8.3854095368256
"6472","SD",0,2012,-8.3854095368256
"6473","TN",0,2010,-9.95845841166372
"6474","TN",0,2012,-9.95845841166372
"6475","TX",0,2010,-9.76480694844866
"6476","TX",0,2012,-9.76480694844866
"6477","UT",0,2010,-19.1666872305512
"6478","UT",0,2012,-19.1666872305512
"6479","VA",0,2010,-1.08179228475249
"6480","VA",0,2012,-1.08179228475249
"6481","VT",0,2010,14.3143304283507
"6482","VT",0,2012,14.3143304283507
"6483","WA",0,2010,5.04034811147931
"6484","WA",0,2012,5.04034811147931
"6485","WI",0,2010,2.90440309346548
"6486","WI",0,2012,2.90440309346548
"6487","WV",0,2010,-9.06054189375495
"6488","WV",0,2012,-9.06054189375495
"6489","WY",0,2010,-19.9349997205805
"6490","WY",0,2012,-19.9349997205805
"6491","AL",0,2014,-13.5354684651612
"6492","AL",0,2016,-13.5354684651612
"6493","AR",0,2014,-14.0593055427913
"6494","AR",0,2016,-14.0593055427913
"6495","AZ",0,2014,-6.9390817243712
"6496","AZ",0,2016,-6.9390817243712
"6497","CA",0,2014,9.57364939367909
"6498","CA",0,2016,9.57364939367909
"6499","CO",0,2014,0.798135901925839
"6500","CO",0,2016,0.798135901925839
"6501","CT",0,2014,7.00877390921882
"6502","CT",0,2016,7.00877390921882
"6503","DC",0,2014,40.3903576082523
"6504","DC",0,2016,40.3903576082523
"6505","DE",0,2014,7.84417947524103
"6506","DE",0,2016,7.84417947524103
"6507","FL",0,2014,-1.71445836395302
"6508","FL",0,2016,-1.71445836395302
"6509","GA",0,2014,-6.02514207793522
"6510","GA",0,2016,-6.02514207793522
"6511","HI",0,2014,19.6126192389901
"6512","HI",0,2016,19.6126192389901
"6513","IA",0,2014,1.03113701675224
"6514","IA",0,2016,1.03113701675224
"6515","ID",0,2014,-17.9727589606264
"6516","ID",0,2016,-17.9727589606264
"6517","IL",0,2014,7.21613717853779
"6518","IL",0,2016,7.21613717853779
"6519","IN",0,2014,-6.17843108396527
"6520","IN",0,2016,-6.17843108396527
"6521","KS",0,2014,-12.5988925937093
"6522","KS",0,2016,-12.5988925937093
"6523","KY",0,2014,-13.1160075689696
"6524","KY",0,2016,-13.1160075689696
"6525","LA",0,2014,-11.3249841276716
"6526","LA",0,2016,-11.3249841276716
"6527","MA",0,2014,9.70320462424214
"6528","MA",0,2016,9.70320462424214
"6529","MD",0,2014,10.8232447867111
"6530","MD",0,2016,10.8232447867111
"6531","ME",0,2014,5.65315154761316
"6532","ME",0,2016,5.65315154761316
"6533","MI",0,2014,3.29265307073231
"6534","MI",0,2016,3.29265307073231
"6535","MN",0,2014,1.8626922184321
"6536","MN",0,2016,1.8626922184321
"6537","MO",0,2014,-6.00146622914387
"6538","MO",0,2016,-6.00146622914387
"6539","MS",0,2014,-8.41247852399652
"6540","MS",0,2016,-8.41247852399652
"6541","MT",0,2014,-7.98407065098647
"6542","MT",0,2016,-7.98407065098647
"6543","NC",0,2014,-3.13460672892665
"6544","NC",0,2016,-3.13460672892665
"6545","ND",0,2014,-11.0961827800242
"6546","ND",0,2016,-11.0961827800242
"6547","NE",0,2014,-12.6498826834002
"6548","NE",0,2016,-12.6498826834002
"6549","NH",0,2014,0.941877887031229
"6550","NH",0,2016,0.941877887031229
"6551","NJ",0,2014,6.30410713719802
"6552","NJ",0,2016,6.30410713719802
"6553","NM",0,2014,3.48705711319119
"6554","NM",0,2016,3.48705711319119
"6555","NV",0,2014,1.7517697771192
"6556","NV",0,2016,1.7517697771192
