,state,district,year,pvi,pvi_correct,black_pct,real_pvi
4544,PA,13,2020,-23.44,,,-23.44
4545,PA,13,2022,-25.12,,,-25.12
4546,PA,13,2024,-25.12,,,-25.12
4547,PA,14,1998,12.1,,,12.1
4548,PA,14,2000,12.1,,,12.1
4549,PA,14,2002,20.99,,,20.99
4550,PA,14,2004,20.99,,,20.99
4551,PA,14,2006,21.15,,,21.15
4552,PA,14,2008,21.15,,,21.15
4553,PA,14,2010,18.1,,,18.1
4554,PA,14,2012,15.07,,,15.07
4555,PA,14,2014,16.23,,,16.23
4556,PA,14,2016,16.23,,,16.23
4557,PA,14,2018,-14.81,,,-14.81
4558,PA,14,2020,-14.81,,,-14.81
4559,PA,14,2022,-18.07,,,-18.07
4560,PA,14,2024,-18.07,,,-18.07
4561,PA,15,1998,-1.37,,,-1.37
4562,PA,15,2000,-1.37,,,-1.37
4563,PA,15,2002,0.28,,,0.28
4564,PA,15,2004,0.28,,,0.28
4565,PA,15,2006,1.09,,,1.09
4566,PA,15,2008,1.09,,,1.09
4567,PA,15,2010,2.3,,,2.3
4568,PA,15,2012,-1.33,,,-1.33
4569,PA,15,2014,-2.81,,,-2.81
4570,PA,15,2016,-2.81,,,-2.81
4571,PA,15,2018,-21.58,,,-21.58
4572,PA,15,2020,-21.58,,,-21.58
4573,PA,15,2022,-20.79,,,-20.79
4574,PA,15,2024,-20.79,,,-20.79
4575,PA,16,1998,-13.74,,,-13.74
4576,PA,16,2000,-13.74,,,-13.74
4577,PA,16,2002,-13.91,,,-13.91
4578,PA,16,2004,-13.91,,,-13.91
4579,PA,16,2006,-11.37,,,-11.37
4580,PA,16,2008,-11.37,,,-11.37
4581,PA,16,2010,-6.78,,,-6.78
4582,PA,16,2012,-4.72,,,-4.72
4583,PA,16,2014,-4.63,,,-4.63
4584,PA,16,2016,-4.63,,,-4.63
4585,PA,16,2018,-9.76,,,-9.76
4586,PA,16,2020,-9.76,,,-9.76
4587,PA,16,2022,-12.71,,,-12.71
4588,PA,16,2024,-12.71,,,-12.71
4589,PA,17,1998,-14.45,,,-14.45
4590,PA,17,2000,-14.45,,,-14.45
4591,PA,17,2002,-7.72,,,-7.72
4592,PA,17,2004,-7.72,,,-7.72
4593,PA,17,2006,-7.09,,,-7.09
4594,PA,17,2008,-7.09,,,-7.09
4595,PA,17,2010,-5.8,,,-5.8
4596,PA,17,2012,4.02,,,4.02
4597,PA,17,2014,4.11,,,4.11
4598,PA,17,2016,4.11,,,4.11
4599,PA,17,2018,-2.89,,,-2.89
4600,PA,17,2020,-2.89,,,-2.89
4601,PA,17,2022,0.37,,,0.37
4602,PA,17,2024,0.37,,,0.37
4603,PA,18,1998,5.7,,,5.7
4604,PA,18,2000,5.7,,,5.7
4605,PA,18,2002,-2.8,,,-2.8
4606,PA,18,2004,-2.8,,,-2.8
4607,PA,18,2006,-3.01,,,-3.01
4608,PA,18,2008,-3.01,,,-3.01
4609,PA,18,2010,-7.6,,,-7.6
4610,PA,18,2012,-7.8,,,-7.8
4611,PA,18,2014,-10.24,,,-10.24
4612,PA,18,2016,-10.24,,,-10.24
4613,PA,18,2018,12.95,,,12.95
4614,PA,18,2020,12.95,,,12.95
4615,PA,19,1998,-12.57,,,-12.57
4616,PA,19,2000,-12.57,,,-12.57
4617,PA,19,2002,-13.33,,,-13.33
4618,PA,19,2004,-13.33,,,-13.33
4619,PA,19,2006,-13.09,,,-13.09
4620,PA,19,2008,-13.09,,,-13.09
4621,PA,19,2010,-11.18,,,-11.18
4622,PA,20,1998,5.49,,,5.49
4623,PA,20,2000,5.49,,,5.49
4624,PA,21,1998,1.29,,,1.29
4625,PA,21,2000,1.29,,,1.29
6103,RI,0,1998,12.81444725,,,12.81444725
6104,RI,0,2000,12.81444725,,,12.81444725
6203,RI,0,2002,15.1113176,,,15.1113176
6204,RI,0,2004,15.1113176,,,15.1113176
6303,RI,0,2006,12.68960151,,,12.68960151
6304,RI,0,2008,12.68960151,,,12.68960151
6403,RI,0,2010,10.85767436,,,10.85767436
6404,RI,0,2012,10.85767436,,,10.85767436
6503,RI,0,2014,11.65078406,,,11.65078406
6504,RI,0,2016,11.65078406,,,11.65078406
6603,RI,0,2018,8.360553047,,,8.360553047
6604,RI,0,2020,8.360553047,,,8.360553047
6703,RI,0,2022,7.947751122,,,7.947751122
6704,RI,0,2024,7.947751122,,,7.947751122
4626,RI,1,1998,12.17,,,12.17
4627,RI,1,2000,12.17,,,12.17
4628,RI,1,2002,16.84,,,16.84
4629,RI,1,2004,16.84,,,16.84
4630,RI,1,2006,14.8,,,14.8
4631,RI,1,2008,14.8,,,14.8
4632,RI,1,2010,12.88,,,12.88
4633,RI,1,2012,14.22,,,14.22
4634,RI,1,2014,14.98,,,14.98
4635,RI,1,2016,14.98,,,14.98
4636,RI,1,2018,12.97,,,12.97
4637,RI,1,2020,12.97,,,12.97
4638,RI,1,2022,12.39,,,12.39
4639,RI,1,2024,12.39,,,12.39
4640,RI,2,1998,9.9,,,9.9
4641,RI,2,2000,9.9,,,9.9
4642,RI,2,2002,14.02,,,14.02
4643,RI,2,2004,14.02,,,14.02
4644,RI,2,2006,10.73,,,10.73
4645,RI,2,2008,10.73,,,10.73
4646,RI,2,2010,8.91,,,8.91
4647,RI,2,2012,7.73,,,7.73
4648,RI,2,2014,8.61,,,8.61
4649,RI,2,2016,8.61,,,8.61
4650,RI,2,2018,4.16,,,4.16
4651,RI,2,2020,4.16,,,4.16
4652,RI,2,2022,4.24,,,4.24
4653,RI,2,2024,4.24,,,4.24
6105,SC,0,1998,-7.974014757,,,-7.974014757
6106,SC,0,2000,-7.974014757,,,-7.974014757
6205,SC,0,2002,-8.292455102,,,-8.292455102
6206,SC,0,2004,-8.292455102,,,-8.292455102
6305,SC,0,2006,-7.669230532,,,-7.669230532
6306,SC,0,2008,-7.669230532,,,-7.669230532
6405,SC,0,2010,-8.002467953,,,-8.002467953
6406,SC,0,2012,-8.002467953,,,-8.002467953
6505,SC,0,2014,-7.517869702,,,-7.517869702
6506,SC,0,2016,-7.517869702,,,-7.517869702
6605,SC,0,2018,-8.253287513,,,-8.253287513
6606,SC,0,2020,-8.253287513,,,-8.253287513
6705,SC,0,2022,-8.308571053,,,-8.308571053
6706,SC,0,2024,-8.308571053,,,-8.308571053
4654,SC,1,1998,-14.8,,,-14.8
4655,SC,1,2000,-14.8,,,-14.8
4656,SC,1,2002,-10.7,,,-10.7
4657,SC,1,2004,-10.7,,,-10.7
4658,SC,1,2006,-10.11,,,-10.11
4659,SC,1,2008,-10.11,,,-10.11
4660,SC,1,2010,-10.54,,,-10.54
4661,SC,1,2012,-10.61,,,-10.61
4662,SC,1,2014,-11.03,,,-11.03
4663,SC,1,2016,-11.03,,,-11.03
4664,SC,1,2018,-8.73,,,-8.73
4665,SC,1,2020,-8.73,,,-8.73
4666,SC,1,2022,-7.24,,,-7.24
4667,SC,1,2024,-7.24,,,-7.24
4668,SC,2,1998,-12.16,,,-12.16
4669,SC,2,2000,-12.16,,,-12.16
4670,SC,2,2002,-10.1,,,-10.1
4671,SC,2,2004,-10.1,,,-10.1
4672,SC,2,2006,-9.4,,,-9.4
4673,SC,2,2008,-9.4,,,-9.4
4674,SC,2,2010,-8.49,,,-8.49
4675,SC,2,2012,-16.05,,,-16.05
4676,SC,2,2014,-15.34,,,-15.34
4677,SC,2,2016,-15.34,,,-15.34
4678,SC,2,2018,-11.9,,,-11.9
4679,SC,2,2020,-11.9,,,-11.9
4680,SC,2,2022,-8.27,,,-8.27
4681,SC,2,2024,-8.27,,,-8.27
4682,SC,3,1998,-13.37,,,-13.37
4683,SC,3,2000,-13.37,,,-13.37
4684,SC,3,2002,-14.97,,,-14.97
4685,SC,3,2004,-14.97,,,-14.97
4686,SC,3,2006,-14.86,,,-14.86
4687,SC,3,2008,-14.86,,,-14.86
4688,SC,3,2010,-17.36,,,-17.36
4689,SC,3,2012,-17.19,,,-17.19
4690,SC,3,2014,-17.65,,,-17.65
4691,SC,3,2016,-17.65,,,-17.65
4692,SC,3,2018,-20.07,,,-20.07
4693,SC,3,2020,-20.07,,,-20.07
4694,SC,3,2022,-21.15,,,-21.15
4695,SC,3,2024,-21.15,,,-21.15
4696,SC,4,1998,-15.65,,,-15.65
4697,SC,4,2000,-15.65,,,-15.65
4698,SC,4,2002,-16.22,,,-16.22
4699,SC,4,2004,-16.22,,,-16.22
4700,SC,4,2006,-14.87,,,-14.87
4701,SC,4,2008,-14.87,,,-14.87
4702,SC,4,2010,-14.95,,,-14.95
4703,SC,4,2012,-15.22,,,-15.22
4704,SC,4,2014,-15.2,,,-15.2
4705,SC,4,2016,-15.2,,,-15.2
4706,SC,4,2018,-14.82,,,-14.82
4707,SC,4,2020,-14.82,,,-14.82
4708,SC,4,2022,-12.22,,,-12.22
4709,SC,4,2024,-12.22,,,-12.22
4710,SC,5,1998,-5.31,,,-5.31
4711,SC,5,2000,-5.31,,,-5.31
4712,SC,5,2002,-6.24,,,-6.24
4713,SC,5,2004,-6.24,,,-6.24
4714,SC,5,2006,-6.4,,,-6.4
4715,SC,5,2008,-6.4,,,-6.4
4716,SC,5,2010,-7.01,,,-7.01
4717,SC,5,2012,-9.3,,,-9.3
4718,SC,5,2014,-8.34,,,-8.34
4719,SC,5,2016,-8.34,,,-8.34
4720,SC,5,2018,-10.05,,,-10.05
4721,SC,5,2020,-10.05,,,-10.05
4722,SC,5,2022,-11.53,,,-11.53
4723,SC,5,2024,-11.53,,,-11.53
4724,SC,6,1998,12.66,,,12.66
4725,SC,6,2000,12.66,,,12.66
4726,SC,6,2002,8.88,,,8.88
4727,SC,6,2004,8.88,,,8.88
4728,SC,6,2006,11.28,,,11.28
4729,SC,6,2008,11.28,,,11.28
4730,SC,6,2010,11.32,,,11.32
4731,SC,6,2012,18.86,,,18.86
4732,SC,6,2014,21.19,,,21.19
4733,SC,6,2016,21.19,,,21.19
4734,SC,6,2018,19.11,,,19.11
4735,SC,6,2020,19.11,,,19.11
4736,SC,6,2022,14.33,,,14.33
4737,SC,6,2024,14.33,,,14.33
5968,SC,7,2024,-11.48,,,-11.48
5962,SC,7,2012,-7.19,,,-7.19
5963,SC,7,2014,-7.23,,,-7.23
5964,SC,7,2016,-7.23,,,-7.23
5965,SC,7,2018,-9.83,,,-9.83
5966,SC,7,2020,-9.83,,,-9.83
5967,SC,7,2022,-11.48,,,-11.48
6107,SD,0,1998,-6.415090985,,,-6.415090985
6108,SD,0,2000,-6.415090985,,,-6.415090985
6207,SD,0,2002,-10.57100357,,,-10.57100357
6208,SD,0,2004,-10.57100357,,,-10.57100357
6307,SD,0,2006,-10.24445668,,,-10.24445668
6308,SD,0,2008,-10.24445668,,,-10.24445668
6407,SD,0,2010,-8.385409537,,,-8.385409537
6408,SD,0,2012,-8.385409537,,,-8.385409537
6507,SD,0,2014,-10.38837254,,,-10.38837254
6508,SD,0,2016,-10.38837254,,,-10.38837254
6607,SD,0,2018,-15.61450462,,,-15.61450462
6608,SD,0,2020,-15.61450462,,,-15.61450462
6707,SD,0,2022,-16.06758472,,,-16.06758472
6708,SD,0,2024,-16.06758472,,,-16.06758472
4738,SD,1,1998,-6.51,,,-6.51
4739,SD,1,2000,-6.51,,,-6.51
4740,SD,1,2002,-11.88,,,-11.88
4741,SD,1,2004,-11.88,,,-11.88
4742,SD,1,2006,-10.22,,,-10.22
4743,SD,1,2008,-10.22,,,-10.22
4744,SD,1,2010,-8.41,,,-8.41
4745,SD,1,2012,-8.41,,,-8.41
4746,SD,1,2014,-10.38,,,-10.38
4747,SD,1,2016,-10.38,,,-10.38
4748,SD,1,2018,-15.61,,,-15.61
4749,SD,1,2020,-15.61,,,-15.61
4750,SD,1,2022,-16.05,,,-16.05
4751,SD,1,2024,-16.05,,,-16.05
6109,TN,0,1998,-2.785152578,,,-2.785152578
6110,TN,0,2000,-2.785152578,,,-2.785152578
6209,TN,0,2002,-2.527062296,,,-2.527062296
6210,TN,0,2004,-2.527062296,,,-2.527062296
6309,TN,0,2006,-5.045171584,,,-5.045171584
6310,TN,0,2008,-5.045171584,,,-5.045171584
6409,TN,0,2010,-9.958458412,,,-9.958458412
6410,TN,0,2012,-9.958458412,,,-9.958458412
6509,TN,0,2014,-12.07174297,,,-12.07174297
6510,TN,0,2016,-12.07174297,,,-12.07174297
6609,TN,0,2018,-14.1469992,,,-14.1469992
6610,TN,0,2020,-14.1469992,,,-14.1469992
6709,TN,0,2022,-14.2787781,,,-14.2787781
6710,TN,0,2024,-14.2787781,,,-14.2787781
4752,TN,1,1998,-13.38,,,-13.38
4753,TN,1,2000,-13.38,,,-13.38
4754,TN,1,2002,-12.19,,,-12.19
4755,TN,1,2004,-12.19,,,-12.19
4756,TN,1,2006,-15.91,,,-15.91
4757,TN,1,2008,-15.91,,,-15.91
4758,TN,1,2010,-22.55,,,-22.55
4759,TN,1,2012,-22.8,,,-22.8
4760,TN,1,2014,-25.56,,,-25.56
4761,TN,1,2016,-25.56,,,-25.56
4762,TN,1,2018,-29.49,,,-29.49
4763,TN,1,2020,-29.49,,,-29.49
4764,TN,1,2022,-30.06,,,-30.06
4765,TN,1,2024,-30.06,,,-30.06
4766,TN,2,1998,-8.82,,,-8.82
4767,TN,2,2000,-8.82,,,-8.82
4768,TN,2,2002,-10.56,,,-10.56
4769,TN,2,2004,-10.56,,,-10.56
4770,TN,2,2006,-12.93,,,-12.93
4771,TN,2,2008,-12.93,,,-12.93
4772,TN,2,2010,-17.64,,,-17.64
4773,TN,2,2012,-17.29,,,-17.29
4774,TN,2,2014,-20.04,,,-20.04
4775,TN,2,2016,-20.04,,,-20.04
4776,TN,2,2018,-19.96,,,-19.96
4777,TN,2,2020,-19.96,,,-19.96
4778,TN,2,2022,-17.82,,,-17.82
4779,TN,2,2024,-17.82,,,-17.82
4780,TN,3,1998,-4.55,,,-4.55
4781,TN,3,2000,-4.55,,,-4.55
4782,TN,3,2002,-8.19,,,-8.19
4783,TN,3,2004,-8.19,,,-8.19
4784,TN,3,2006,-9.75,,,-9.75
4785,TN,3,2008,-9.75,,,-9.75
4786,TN,3,2010,-14.88,,,-14.88
4787,TN,3,2012,-14.16,,,-14.16
4788,TN,3,2014,-16.28,,,-16.28
4789,TN,3,2016,-16.28,,,-16.28
4790,TN,3,2018,-18.75,,,-18.75
4791,TN,3,2020,-18.75,,,-18.75
4792,TN,3,2022,-18.8,,,-18.8
4793,TN,3,2024,-18.8,,,-18.8
4794,TN,4,1998,-1.92,,,-1.92
4795,TN,4,2000,-1.92,,,-1.92
4796,TN,4,2002,-0.73,,,-0.73
4797,TN,4,2004,-0.73,,,-0.73
4798,TN,4,2006,-5.59,,,-5.59
4799,TN,4,2008,-5.59,,,-5.59
4800,TN,4,2010,-15.76,,,-15.76
4801,TN,4,2012,-15.28,,,-15.28
4802,TN,4,2014,-17.97,,,-17.97
4803,TN,4,2016,-17.97,,,-17.97
4804,TN,4,2018,-21.46,,,-21.46
4805,TN,4,2020,-21.46,,,-21.46
4806,TN,4,2022,-21.77,,,-21.77
4807,TN,4,2024,-21.77,,,-21.77
4808,TN,5,1998,4.32,,,4.32
4809,TN,5,2000,4.32,,,4.32
4810,TN,5,2002,7.45,,,7.45
4811,TN,5,2004,7.45,,,7.45
4812,TN,5,2006,4.38,,,4.38
4813,TN,5,2008,4.38,,,4.38
4814,TN,5,2010,3.1,,,3.1
4815,TN,5,2012,4.65,,,4.65
4816,TN,5,2014,4.76,,,4.76
4817,TN,5,2016,4.76,,,4.76
4818,TN,5,2018,7.64,,,7.64
4819,TN,5,2020,7.64,,,7.64
4820,TN,5,2022,-8.56,,,-8.56
4821,TN,5,2024,-8.56,,,-8.56
4822,TN,6,1998,-2.91,,,-2.91
4823,TN,6,2000,-2.91,,,-2.91
4824,TN,6,2002,-0.31,,,-0.31
4825,TN,6,2004,-0.31,,,-0.31
4826,TN,6,2006,-6.71,,,-6.71
4827,TN,6,2008,-6.71,,,-6.71
4828,TN,6,2010,-14.55,,,-14.55
4829,TN,6,2012,-17.12,,,-17.12
4830,TN,6,2014,-21.44,,,-21.44
4831,TN,6,2016,-21.44,,,-21.44
4832,TN,6,2018,-25.41,,,-25.41
4833,TN,6,2020,-25.41,,,-25.41
4834,TN,6,2022,-17.3,,,-17.3
4835,TN,6,2024,-17.3,,,-17.3
4836,TN,7,1998,-10.61,,,-10.61
4837,TN,7,2000,-10.61,,,-10.61
4838,TN,7,2002,-9.79,,,-9.79
4839,TN,7,2004,-9.79,,,-9.79
4840,TN,7,2006,-13.76,,,-13.76
4841,TN,7,2008,-13.76,,,-13.76
4842,TN,7,2010,-18.72,,,-18.72
4843,TN,7,2012,-15.13,,,-15.13
4844,TN,7,2014,-18.18,,,-18.18
4845,TN,7,2016,-18.18,,,-18.18
4846,TN,7,2018,-20.87,,,-20.87
4847,TN,7,2020,-20.87,,,-20.87
4848,TN,7,2022,-10.05,,,-10.05
4849,TN,7,2024,-10.05,,,-10.05
4850,TN,8,1998,-1.1,,,-1.1
4851,TN,8,2000,-1.1,,,-1.1
4852,TN,8,2002,1.2,,,1.2
4853,TN,8,2004,1.2,,,1.2
4854,TN,8,2006,-1.07,,,-1.07
4855,TN,8,2008,-1.07,,,-1.07
4856,TN,8,2010,-8.22,,,-8.22
4857,TN,8,2012,-16.97,,,-16.97
4858,TN,8,2014,-18.85,,,-18.85
4859,TN,8,2016,-18.85,,,-18.85
4860,TN,8,2018,-19.34,,,-19.34
4861,TN,8,2020,-19.34,,,-19.34
4862,TN,8,2022,-21.23,,,-21.23
4863,TN,8,2024,-21.23,,,-21.23
4864,TN,9,1998,16.42,,,16.42
4865,TN,9,2000,16.42,,,16.42
4866,TN,9,2002,13.64,,,13.64
4867,TN,9,2004,13.64,,,13.64
4868,TN,9,2006,19.24,,,19.24
4869,TN,9,2008,19.24,,,19.24
4870,TN,9,2010,23.45,,,23.45
4871,TN,9,2012,23.06,,,23.06
4872,TN,9,2014,26.28,,,26.28
4873,TN,9,2016,26.28,,,26.28
4874,TN,9,2018,28.21,,,28.21
4875,TN,9,2020,28.21,,,28.21
4876,TN,9,2022,22.39,,,22.39
4877,TN,9,2024,22.39,,,22.39
6111,TX,0,1998,-6.955651824,,,-6.955651824
6112,TX,0,2000,-6.955651824,,,-6.955651824
6211,TX,0,2002,-10.25893125,,,-10.25893125
6212,TX,0,2004,-10.25893125,,,-10.25893125
6311,TX,0,2006,-10.5275219,,,-10.5275219
6312,TX,0,2008,-10.5275219,,,-10.5275219
6411,TX,0,2010,-9.764806948,,,-9.764806948
6412,TX,0,2012,-9.764806948,,,-9.764806948
6511,TX,0,2014,-9.890478476,,,-9.890478476
6512,TX,0,2016,-9.890478476,,,-9.890478476
6611,TX,0,2018,-6.867925054,,,-6.867925054
6612,TX,0,2020,-6.867925054,,,-6.867925054
6711,TX,0,2022,-5.299897722,,,-5.299897722
6712,TX,0,2024,-5.299897722,,,-5.299897722
4878,TX,1,1998,-4.6,,,-4.6
4879,TX,1,2000,-4.6,,,-4.6
4880,TX,1,2002,-14.37,,,-14.37
4881,TX,1,2004,-14.37,,,-14.37
4882,TX,1,2006,-18.07,,,-18.07
4883,TX,1,2008,-18.07,,,-18.07
4884,TX,1,2010,-21.79,,,-21.79
4885,TX,1,2012,-21.91,,,-21.91
4886,TX,1,2014,-23.91,,,-23.91
4887,TX,1,2016,-23.91,,,-23.91
4888,TX,1,2018,-24.94,,,-24.94
4889,TX,1,2020,-24.94,,,-24.94
4890,TX,1,2022,-25.53,,,-25.53
4891,TX,1,2024,-25.53,,,-25.53
4892,TX,2,1998,-2.05,,,-2.05
4893,TX,2,2000,-2.05,,,-2.05
4894,TX,2,2002,-13.26,,,-13.26
4895,TX,2,2004,-13.26,,,-13.26
4896,TX,2,2006,-12.32,,,-12.32
4897,TX,2,2008,-12.32,,,-12.32
4898,TX,2,2010,-13.35,,,-13.35
4899,TX,2,2012,-16.13,,,-16.13
4900,TX,2,2014,-15.9,,,-15.9
4901,TX,2,2016,-15.9,,,-15.9
4902,TX,2,2018,-8.46,,,-8.46
4903,TX,2,2020,-8.46,,,-8.46
4904,TX,2,2022,-14.84,,,-14.84
4905,TX,2,2024,-14.84,,,-14.84
4906,TX,3,1998,-21.58,,,-21.58
4907,TX,3,2000,-21.58,,,-21.58
4908,TX,3,2002,-22.51,,,-22.51
4909,TX,3,2004,-22.51,,,-22.51
4910,TX,3,2006,-16.71,,,-16.71
4911,TX,3,2008,-16.71,,,-16.71
4912,TX,3,2010,-12.65,,,-12.65
4913,TX,3,2012,-16.88,,,-16.88
4914,TX,3,2014,-16.9,,,-16.9
4915,TX,3,2016,-16.9,,,-16.9
4916,TX,3,2018,-10.72,,,-10.72
4917,TX,3,2020,-10.72,,,-10.72
4918,TX,3,2022,-10.92,,,-10.92
4919,TX,3,2024,-10.92,,,-10.92
4920,TX,4,1998,-14.77,,,-14.77
4921,TX,4,2000,-14.77,,,-14.77
4922,TX,4,2002,-20.45,,,-20.45
4923,TX,4,2004,-20.45,,,-20.45
4924,TX,4,2006,-18.47,,,-18.47
4925,TX,4,2008,-18.47,,,-18.47
4926,TX,4,2010,-22.25,,,-22.25
4927,TX,4,2012,-22.53,,,-22.53
4928,TX,4,2014,-26.17,,,-26.17
4929,TX,4,2016,-26.17,,,-26.17
4930,TX,4,2018,-28.24,,,-28.24
4931,TX,4,2020,-28.24,,,-28.24
4932,TX,4,2022,-16.39,,,-16.39
4933,TX,4,2024,-16.39,,,-16.39
4934,TX,5,1998,-7.26,,,-7.26
4935,TX,5,2000,-7.26,,,-7.26
4936,TX,5,2002,-12.34,,,-12.34
4937,TX,5,2004,-12.34,,,-12.34
4938,TX,5,2006,-16.17,,,-16.17
4939,TX,5,2008,-16.17,,,-16.17
4940,TX,5,2010,-17.07,,,-17.07
4941,TX,5,2012,-15.61,,,-15.61
4942,TX,5,2014,-16.92,,,-16.92
4943,TX,5,2016,-16.92,,,-16.92
4944,TX,5,2018,-16.12,,,-16.12
4945,TX,5,2020,-16.12,,,-16.12
4946,TX,5,2022,-14.24,,,-14.24
4947,TX,5,2024,-14.24,,,-14.24
4948,TX,6,1998,-19.39,,,-19.39
4949,TX,6,2000,-19.39,,,-19.39
4950,TX,6,2002,-17.15,,,-17.15
4951,TX,6,2004,-17.15,,,-17.15
4952,TX,6,2006,-15.57,,,-15.57
4953,TX,6,2008,-15.57,,,-15.57
4954,TX,6,2010,-14.17,,,-14.17
4955,TX,6,2012,-11.95,,,-11.95
4956,TX,6,2014,-10.79,,,-10.79
4957,TX,6,2016,-10.79,,,-10.79
4958,TX,6,2018,-8.28,,,-8.28
4959,TX,6,2020,-8.28,,,-8.28
4960,TX,6,2022,-15.12,,,-15.12
4961,TX,6,2024,-15.12,,,-15.12
4962,TX,7,1998,-25.09,,,-25.09
4963,TX,7,2000,-25.09,,,-25.09
4964,TX,7,2002,-18.16,,,-18.16
4965,TX,7,2004,-18.16,,,-18.16
4966,TX,7,2006,-14.74,,,-14.74
4967,TX,7,2008,-14.74,,,-14.74
4968,TX,7,2010,-12.62,,,-12.62
4969,TX,7,2012,-13.33,,,-13.33
4970,TX,7,2014,-12.82,,,-12.82
4971,TX,7,2016,-12.82,,,-12.82
4972,TX,7,2018,-3.5,,,-3.5
4973,TX,7,2020,-3.5,,,-3.5
4974,TX,7,2022,13.29,,,13.29
4975,TX,7,2024,13.29,,,13.29
4976,TX,8,1998,-25.63,,,-25.63
4977,TX,8,2000,-25.63,,,-25.63
4978,TX,8,2002,-27.93,,,-27.93
4979,TX,8,2004,-27.93,,,-27.93
4980,TX,8,2006,-20.83,,,-20.83
4981,TX,8,2008,-20.83,,,-20.83
4982,TX,8,2010,-26.29,,,-26.29
4983,TX,8,2012,-26.52,,,-26.52
4984,TX,8,2014,-29.29,,,-29.29
4985,TX,8,2016,-29.29,,,-29.29
4986,TX,8,2018,-27.27,,,-27.27
4987,TX,8,2020,-27.27,,,-27.27
4988,TX,8,2022,-16.44,,,-16.44
4989,TX,8,2024,-16.44,,,-16.44
4990,TX,9,1998,-0.91,,,-0.91
4991,TX,9,2000,-0.91,,,-0.91
4992,TX,9,2002,-5.58,,,-5.58
4993,TX,9,2004,-5.58,,,-5.58
4994,TX,9,2006,20.5,,,20.5
4995,TX,9,2008,20.5,,,20.5
4996,TX,9,2010,23.07,,,23.07
4997,TX,9,2012,22.04,,,22.04
4998,TX,9,2014,25.73,,,25.73
4999,TX,9,2016,25.73,,,25.73
5000,TX,9,2018,29.45,,,29.45
5001,TX,9,2020,29.45,,,29.45
5002,TX,9,2022,25.68,,,25.68
5003,TX,9,2024,25.68,,,25.68
5004,TX,10,1998,4.59,,,4.59
5005,TX,10,2000,4.59,,,4.59
5006,TX,10,2002,2.82,,,2.82
5007,TX,10,2004,2.82,,,2.82
5008,TX,10,2006,-12.19,,,-12.19
5009,TX,10,2008,-12.19,,,-12.19
5010,TX,10,2010,-9.51,,,-9.51
5011,TX,10,2012,-10.6,,,-10.6
5012,TX,10,2014,-11.89,,,-11.89
5013,TX,10,2016,-11.89,,,-11.89
5014,TX,10,2018,-7.52,,,-7.52
5015,TX,10,2020,-7.52,,,-7.52
5016,TX,10,2022,-12.59,,,-12.59
5017,TX,10,2024,-12.59,,,-12.59
5018,TX,11,1998,-8.23,,,-8.23
5019,TX,11,2000,-8.23,,,-8.23
5020,TX,11,2002,-17.76,,,-17.76
5021,TX,11,2004,-17.76,,,-17.76
5022,TX,11,2006,-26.59,,,-26.59
5023,TX,11,2008,-26.59,,,-26.59
5024,TX,11,2010,-29.09,,,-29.09
5025,TX,11,2012,-29.49,,,-29.49
5026,TX,11,2014,-31.69,,,-31.69
5027,TX,11,2016,-31.69,,,-31.69
5028,TX,11,2018,-31.6,,,-31.6
5029,TX,11,2020,-31.6,,,-31.6
5030,TX,11,2022,-22.83,,,-22.83
5031,TX,11,2024,-22.83,,,-22.83
5032,TX,12,1998,-3.16,,,-3.16
5033,TX,12,2000,-3.16,,,-3.16
5034,TX,12,2002,-16.86,,,-16.86
5035,TX,12,2004,-16.86,,,-16.86
5036,TX,12,2006,-15.4,,,-15.4
5037,TX,12,2008,-15.4,,,-15.4
5038,TX,12,2010,-16.73,,,-16.73
5039,TX,12,2012,-17.64,,,-17.64
5040,TX,12,2014,-19.33,,,-19.33
5041,TX,12,2016,-19.33,,,-19.33
5042,TX,12,2018,-17.63,,,-17.63
5043,TX,12,2020,-17.63,,,-17.63
5044,TX,12,2022,-12.26,,,-12.26
5045,TX,12,2024,-12.26,,,-12.26
5046,TX,13,1998,-10.25,,,-10.25
5047,TX,13,2000,-10.25,,,-10.25
5048,TX,13,2002,-24.89,,,-24.89
5049,TX,13,2004,-24.89,,,-24.89
5050,TX,13,2006,-25.91,,,-25.91
5051,TX,13,2008,-25.91,,,-25.91
5052,TX,13,2010,-29.74,,,-29.74
5053,TX,13,2012,-30.2,,,-30.2
5054,TX,13,2014,-32.71,,,-32.71
5055,TX,13,2016,-32.71,,,-32.71
5056,TX,13,2018,-33.57,,,-33.57
5057,TX,13,2020,-33.57,,,-33.57
5058,TX,13,2022,-26.05,,,-26.05
5059,TX,13,2024,-26.05,,,-26.05
5060,TX,14,1998,-7.72,,,-7.72
5061,TX,14,2000,-7.72,,,-7.72
5062,TX,14,2002,-15.9,,,-15.9
5063,TX,14,2004,-15.9,,,-15.9
5064,TX,14,2006,-15.56,,,-15.56
5065,TX,14,2008,-15.56,,,-15.56
5066,TX,14,2010,-19.28,,,-19.28
5067,TX,14,2012,-9.78,,,-9.78
5068,TX,14,2014,-11.81,,,-11.81
5069,TX,14,2016,-11.81,,,-11.81
5070,TX,14,2018,-11.5,,,-11.5
5071,TX,14,2020,-11.5,,,-11.5
5072,TX,14,2022,-16.52,,,-16.52
