"","Geography","County","State","Total Population","Percent one race","Percent White alone","Percent Black alone","Percent Native American alone","Percent Asian alone","Percent Pacific Islander alone","Percent Other alone","Percent multiracial","Percent Hispanic or Latino","Estimated Median Household Income","Percent high school graduate or higher 25 years and over","Percent bachelor's degree or higher 25 years and over","rank"
"465","0500000US13155","Irwin","Georgia",9666,"96.81%","67.11%","23.06%","0.25%","1.23%","0.01%","5.15%","3.19%","4.07%",46383,"81.7","16.8",126
"466","0500000US13157","Jackson","Georgia",75907,"93.39%","79.66%","6.89%","0.32%","2.34%","0.06%","4.12%","6.61%","9.36%",82056,"87.8","26.5",33
"467","0500000US13159","Jasper","Georgia",14588,"94.73%","74.81%","16.89%","0.29%","0.16%","0.06%","2.52%","5.27%","4.16%",57374,"89.6","18.3",109
"468","0500000US13161","Jeff Davis","Georgia",14779,"95.12%","70.06%","15.61%","0.55%","0.37%","0.05%","8.49%","4.88%","13.17%",41780,"80.6","11.5",108
"469","0500000US13163","Jefferson","Georgia",15709,"97.39%","44.18%","50.77%","0.28%","0.45%","0.00%","1.71%","2.61%","3.99%",46865,"80.4","10.8",106
"470","0500000US13165","Jenkins","Georgia",8674,"97.56%","53.94%","40.87%","0.40%","0.14%","0.06%","2.14%","2.44%","7.54%",31463,"81.5","9.1",135
"471","0500000US13167","Johnson","Georgia",9189,"97.58%","63.36%","33.00%","0.25%","0.30%","0.16%","0.51%","2.42%","2.95%",47796,"76.2","9.5",128
"472","0500000US13169","Jones","Georgia",28347,"96.53%","71.28%","23.87%","0.17%","0.50%","0.02%","0.68%","3.47%","2.04%",66288,"91.6","17.9",64
"473","0500000US13171","Lamar","Georgia",18500,"95.82%","67.43%","26.56%","0.11%","0.56%","0.02%","1.13%","4.18%","2.93%",64966,"89.4","17.5",95
"474","0500000US13173","Lanier","Georgia",9877,"94.16%","68.79%","22.00%","0.40%","0.82%","0.20%","1.94%","5.84%","7.37%",39971,"86.8","18.4",124
"475","0500000US13175","Laurens","Georgia",49570,"96.64%","56.81%","36.98%","0.21%","1.03%","0.03%","1.58%","3.36%","2.90%",46776,"86.5","17.1",42
"476","0500000US13177","Lee","Georgia",33163,"95.51%","69.31%","22.24%","0.24%","2.58%","0.04%","1.12%","4.49%","3.26%",83632,"91.9","32.6",57
"477","0500000US13179","Liberty","Georgia",65256,"90.26%","39.77%","43.05%","0.49%","2.11%","0.73%","4.09%","9.74%","12.72%",55149,"92.2","20.2",38
"478","0500000US13181","Lincoln","Georgia",7690,"96.57%","68.13%","27.62%","0.23%","0.26%","0.04%","0.29%","3.43%","2.22%",50754,"87.2","16.2",140
"479","0500000US13183","Long","Georgia",16168,"90.51%","56.88%","25.51%","0.85%","1.12%","0.56%","5.59%","9.49%","12.15%",56819,"83.8","13.0",105
"480","0500000US13185","Lowndes","Georgia",118251,"94.20%","51.74%","37.58%","0.40%","1.65%","0.10%","2.73%","5.80%","6.22%",52821,"89.6","26.1",22
"481","0500000US13187","Lumpkin","Georgia",33488,"93.57%","88.84%","1.28%","0.56%","0.77%","0.06%","2.06%","6.43%","5.18%",67592,"87.6","32.0",55
"482","0500000US13189","McDuffie","Georgia",21632,"95.96%","53.53%","40.13%","0.23%","0.36%","0.09%","1.62%","4.04%","3.54%",54752,"85.5","18.4",84
"483","0500000US13191","McIntosh","Georgia",10975,"95.56%","65.10%","29.08%","0.35%","0.39%","0.00%","0.64%","4.44%","2.64%",51262,"82.5","17.8",121
"484","0500000US13193","Macon","Georgia",12082,"97.96%","34.37%","59.29%","0.26%","1.29%","0.07%","2.67%","2.04%","4.73%",33960,"72.6","10.1",116
"485","0500000US13195","Madison","Georgia",30120,"94.23%","79.60%","9.19%","0.27%","1.76%","0.02%","3.38%","5.77%","6.52%",53626,"83.1","19.6",60
"486","0500000US13197","Marion","Georgia",7498,"95.27%","60.70%","28.67%","0.32%","0.73%","0.21%","4.63%","4.73%","8.30%",48836,"75.9","12.2",141
"487","0500000US13199","Meriwether","Georgia",20613,"96.44%","59.35%","35.35%","0.31%","0.38%","0.03%","1.03%","3.56%","2.71%",52392,"82.9","13.1",86
"488","0500000US13201","Miller","Georgia",6000,"97.27%","66.43%","29.18%","0.17%","0.52%","0.05%","0.92%","2.73%","2.88%",52132,"82.7","19.7",146
"489","0500000US13205","Mitchell","Georgia",21755,"97.26%","47.22%","46.49%","0.21%","0.50%","0.00%","2.85%","2.74%","4.96%",45966,"83.5","12.3",83
"490","0500000US13207","Monroe","Georgia",27957,"95.98%","71.97%","21.87%","0.15%","0.87%","0.01%","1.10%","4.02%","2.56%",74867,"88.4","28.6",67
"491","0500000US13209","Montgomery","Georgia",8610,"96.54%","67.24%","24.77%","0.29%","0.45%","0.02%","3.76%","3.46%","7.49%",49138,"83.9","19.6",136
"492","0500000US13211","Morgan","Georgia",20097,"95.95%","72.69%","20.51%","0.24%","0.63%","0.00%","1.88%","4.05%","3.26%",81524,"89.4","29.9",88
"493","0500000US13213","Murray","Georgia",39973,"92.97%","83.41%","0.71%","1.50%","0.34%","0.01%","7.01%","7.03%","15.93%",60617,"76.2","11.4",52
"494","0500000US13215","Muscogee","Georgia",206922,"92.93%","39.85%","46.47%","0.40%","2.74%","0.27%","3.20%","7.07%","7.90%",54561,"88.5","28.4",10
"495","0500000US13217","Newton","Georgia",112483,"94.26%","42.70%","46.94%","0.29%","0.94%","0.11%","3.29%","5.74%","6.35%",70732,"89.7","22.6",23
"496","0500000US13219","Oconee","Georgia",41799,"94.29%","82.42%","4.60%","0.18%","4.98%","0.00%","2.11%","5.71%","5.74%",116221,"95.5","53.5",50
"497","0500000US13221","Oglethorpe","Georgia",14825,"93.98%","74.68%","15.24%","0.36%","0.90%","0.03%","2.75%","6.02%","5.94%",66672,"87.4","22.7",107
"498","0500000US13223","Paulding","Georgia",168661,"92.69%","65.93%","22.15%","0.36%","1.16%","0.07%","3.02%","7.31%","7.64%",89237,"91.0","26.5",13
"499","0500000US13225","Peach","Georgia",27981,"94.81%","44.67%","43.67%","0.39%","0.71%","0.03%","5.35%","5.19%","8.21%",60940,"86.0","22.9",66
"500","0500000US13227","Pickens","Georgia",33216,"94.89%","91.52%","0.91%","0.42%","0.58%","0.02%","1.44%","5.11%","3.34%",72558,"90.1","24.3",56
"501","0500000US13229","Pierce","Georgia",19716,"96.26%","84.47%","8.13%","0.39%","0.42%","0.01%","2.84%","3.74%","5.10%",54861,"86.7","17.0",91
"502","0500000US13231","Pike","Georgia",18889,"96.01%","87.03%","7.66%","0.18%","0.42%","0.00%","0.73%","3.99%","1.94%",83866,"88.1","20.2",94
"503","0500000US13233","Polk","Georgia",42853,"94.29%","72.92%","12.16%","0.76%","0.56%","0.06%","7.83%","5.71%","13.88%",51956,"82.9","14.4",49
"504","0500000US13235","Pulaski","Georgia",9855,"97.19%","61.88%","32.17%","0.13%","0.94%","0.03%","2.04%","2.81%","4.19%",42545,"80.8","12.9",125
"505","0500000US13237","Putnam","Georgia",22047,"94.81%","66.54%","24.58%","0.38%","0.49%","0.00%","2.82%","5.19%","6.45%",60825,"87.6","25.6",82
"506","0500000US13239","Quitman","Georgia",2235,"95.88%","53.24%","41.12%","0.58%","0.54%","0.00%","0.40%","4.12%","3.71%",38889,"79.1","10.9",157
"507","0500000US13241","Rabun","Georgia",16883,"93.56%","89.04%","0.68%","0.41%","0.37%","0.01%","3.05%","6.44%","8.00%",57261,"89.2","28.0",102
"508","0500000US13243","Randolph","Georgia",6425,"97.42%","35.07%","60.34%","0.19%","0.33%","0.05%","1.45%","2.58%","3.27%",24638,"81.1","12.4",144
"509","0500000US13245","Richmond","Georgia",206607,"94.38%","34.36%","55.27%","0.33%","1.92%","0.20%","2.29%","5.62%","5.31%",50605,"87.6","23.6",11
"510","0500000US13247","Rockdale","Georgia",93570,"93.37%","27.42%","58.15%","0.33%","1.65%","0.09%","5.73%","6.63%","10.46%",68999,"89.5","28.1",28
"511","0500000US13249","Schley","Georgia",4547,"96.31%","75.32%","19.29%","0.09%","0.44%","0.04%","1.12%","3.69%","5.76%",53274,"85.1","18.0",151
"512","0500000US13251","Screven","Georgia",14067,"96.83%","57.49%","37.73%","0.36%","0.43%","0.06%","0.75%","3.17%","2.59%",49941,"84.9","15.7",110
"513","0500000US13253","Seminole","Georgia",9147,"96.79%","61.86%","32.74%","0.08%","0.70%","0.02%","1.39%","3.21%","3.54%",46063,"87.9","17.0",130
"514","0500000US13255","Spalding","Georgia",67306,"94.74%","56.24%","34.62%","0.36%","0.96%","0.04%","2.52%","5.26%","5.12%",57367,"83.6","18.3",37
"515","0500000US13257","Stephens","Georgia",26784,"94.08%","80.60%","11.11%","0.35%","0.85%","0.04%","1.12%","5.92%","4.16%",52901,"83.7","16.0",71
"516","0500000US13259","Stewart","Georgia",5314,"97.46%","25.44%","46.41%","0.24%","3.18%","0.11%","22.07%","2.54%","12.36%",43094,"72.6","15.8",149
"517","0500000US13261","Sumter","Georgia",29616,"96.93%","39.79%","51.05%","0.27%","1.70%","0.04%","4.08%","3.07%","6.03%",38899,"83.7","22.2",62
"518","0500000US13263","Talbot","Georgia",5733,"97.19%","42.93%","53.71%","0.09%","0.30%","0.02%","0.16%","2.81%","0.94%",48065,"83.4","15.4",147
"519","0500000US13265","Taliaferro","Georgia",1559,"94.74%","38.87%","53.43%","0.26%","0.38%","0.00%","1.80%","5.26%","6.29%",45881,"84.3","11.5",158
"520","0500000US13267","Tattnall","Georgia",22842,"95.43%","62.50%","26.35%","0.36%","0.56%","0.03%","5.64%","4.57%","13.30%",51868,"78.3","14.0",80
"521","0500000US13269","Taylor","Georgia",7816,"97.20%","59.37%","36.16%","0.35%","0.50%","0.06%","0.77%","2.80%","0.69%",40727,"74.0","16.3",139
"522","0500000US13271","Telfair","Georgia",12477,"97.58%","58.26%","37.11%","0.28%","0.26%","0.00%","1.68%","2.42%","17.58%",41801,"75.5","8.0",114
"523","0500000US13273","Terrell","Georgia",9185,"97.35%","35.24%","60.59%","0.12%","0.73%","0.04%","0.63%","2.65%","2.94%",43507,"81.9","13.0",129
"524","0500000US13275","Thomas","Georgia",45798,"96.21%","57.59%","35.68%","0.41%","0.93%","0.02%","1.58%","3.79%","3.90%",55958,"86.3","23.8",45
"525","0500000US13277","Tift","Georgia",41344,"94.15%","56.20%","29.34%","0.33%","1.57%","0.00%","6.70%","5.85%","12.58%",52561,"83.9","18.7",51
"526","0500000US13279","Toombs","Georgia",27030,"94.93%","61.27%","25.98%","0.37%","0.77%","0.02%","6.51%","5.07%","12.04%",47310,"83.0","16.4",69
"527","0500000US13281","Towns","Georgia",12493,"96.24%","92.80%","1.02%","0.24%","0.65%","0.02%","1.50%","3.76%","2.90%",55574,"92.2","32.0",113
"528","0500000US13283","Treutlen","Georgia",6406,"97.16%","64.10%","31.60%","0.33%","0.11%","0.02%","1.01%","2.84%","0.94%",38641,"73.6","13.7",145
"529","0500000US13285","Troup","Georgia",69426,"95.77%","55.65%","34.98%","0.29%","2.32%","0.05%","2.46%","4.23%","3.91%",53599,"88.3","20.3",34
"530","0500000US13287","Turner","Georgia",9006,"96.72%","53.43%","40.71%","0.08%","0.57%","0.00%","1.94%","3.28%","5.07%",39666,"79.5","10.5",131
"531","0500000US13289","Twiggs","Georgia",8022,"96.53%","56.37%","38.94%","0.27%","0.46%","0.00%","0.49%","3.47%","1.00%",50446,"79.3","10.6",138
"532","0500000US13291","Union","Georgia",24632,"95.15%","92.71%","0.52%","0.38%","0.43%","0.00%","1.11%","4.85%","3.80%",59783,"88.2","25.5",77
"533","0500000US13293","Upson","Georgia",27700,"96.20%","65.49%","28.52%","0.34%","0.55%","0.00%","1.31%","3.80%","2.41%",48740,"84.4","15.4",68
"534","0500000US13295","Walker","Georgia",67654,"94.98%","88.87%","4.24%","0.31%","0.44%","0.05%","1.07%","5.02%","2.68%",52276,"85.0","19.7",36
"535","0500000US13297","Walton","Georgia",96673,"94.39%","72.05%","17.92%","0.30%","1.46%","0.06%","2.60%","5.61%","5.46%",79425,"87.1","24.3",27
"536","0500000US13299","Ware","Georgia",36251,"95.74%","62.41%","29.70%","0.28%","0.92%","0.05%","2.38%","4.26%","4.50%",44138,"81.6","15.1",53
"537","0500000US13301","Warren","Georgia",5215,"97.74%","38.24%","58.54%","0.35%","0.29%","0.06%","0.27%","2.26%","0.00%",45091,"72.1","11.1",150
"538","0500000US13303","Washington","Georgia",19988,"97.49%","42.44%","53.65%","0.22%","0.38%","0.00%","0.81%","2.51%","2.80%",43810,"84.2","17.4",89
"539","0500000US13305","Wayne","Georgia",30144,"95.76%","72.52%","19.83%","0.34%","0.58%","0.01%","2.50%","4.24%","6.52%",49847,"85.5","14.1",59
"540","0500000US13307","Webster","Georgia",2348,"95.78%","48.76%","45.27%","0.13%","0.51%","0.26%","0.85%","4.22%","14.69%",35000,"81.2","9.3",156
"541","0500000US13309","Wheeler","Georgia",7471,"97.75%","56.57%","38.58%","0.37%","0.24%","0.00%","1.99%","2.25%","5.73%",36354,"76.5","12.8",142
"542","0500000US13311","White","Georgia",28003,"94.24%","90.21%","1.70%","0.51%","0.57%","0.00%","1.24%","5.76%","3.45%",66256,"85.6","23.1",65
"543","0500000US13313","Whitfield","Georgia",102864,"88.14%","63.34%","3.66%","1.98%","1.39%","0.04%","17.74%","11.86%","36.83%",59659,"74.3","18.6",25
"544","0500000US13315","Wilcox","Georgia",8766,"97.44%","59.94%","35.35%","0.03%","0.56%","0.03%","1.53%","2.56%","4.75%",46759,"80.4","13.6",133
"545","0500000US13317","Wilkes","Georgia",9565,"95.89%","52.80%","40.21%","0.37%","0.65%","0.01%","1.86%","4.11%","5.69%",51780,"82.6","15.6",127
"546","0500000US13319","Wilkinson","Georgia",8877,"95.98%","58.21%","35.77%","0.34%","0.34%","0.08%","1.25%","4.02%","3.13%",40757,"89.4","12.1",132
"547","0500000US13321","Worth","Georgia",20784,"96.86%","69.90%","25.37%","0.29%","0.42%","0.04%","0.83%","3.14%","2.51%",56496,"85.5","9.5",85
"548","0500000US15001","Hawaii","Hawaii",200629,"70.47%","33.58%","0.62%","0.51%","19.74%","14.00%","2.01%","29.53%","13.73%",74238,"92.9","30.7",2
"549","0500000US15003","Honolulu","Hawaii",1016508,"75.54%","18.54%","2.04%","0.22%","42.98%","10.04%","1.71%","24.46%","10.17%",99816,"92.7","36.6",1
"550","0500000US15005","Kalawao","Hawaii",82,"73.17%","32.93%","2.44%","0.00%","14.63%","18.29%","4.88%","26.83%","7.32%",87813,"92.0","34.0",5
"551","0500000US15007","Kauai","Hawaii",73298,"72.70%","31.66%","0.51%","0.39%","28.79%","9.86%","1.49%","27.30%","11.60%",88869,"92.5","30.4",4
"552","0500000US15009","Maui","Hawaii",164754,"75.62%","32.90%","0.65%","0.47%","26.91%","12.14%","2.55%","24.38%","11.88%",95379,"92.5","30.1",3
"553","0500000US16001","Ada","Idaho",494967,"91.54%","82.89%","1.63%","0.66%","2.81%","0.27%","3.29%","8.46%","8.95%",83881,"95.3","42.8",1
"554","0500000US16003","Adams","Idaho",4379,"94.98%","92.72%","0.07%","0.87%","0.25%","0.00%","1.07%","5.02%","4.41%",55891,"94.0","21.3",39
"555","0500000US16005","Bannock","Idaho",87018,"93.10%","83.78%","0.86%","3.57%","1.38%","0.31%","3.21%","6.90%","9.41%",60998,"93.4","29.5",6
"556","0500000US16007","Bear Lake","Idaho",6372,"96.31%","94.73%","0.16%","0.50%","0.20%","0.03%","0.69%","3.69%","4.35%",63244,"93.1","20.8",36
"557","0500000US16009","Benewah","Idaho",9530,"92.86%","82.40%","0.08%","8.69%","0.37%","0.16%","1.16%","7.14%","4.51%",54191,"85.1","18.6",30
"558","0500000US16011","Bingham","Idaho",47992,"92.74%","76.33%","0.26%","6.96%","0.42%","0.08%","8.69%","7.26%","18.31%",69433,"88.4","19.9",8
"559","0500000US16013","Blaine","Idaho",24272,"90.85%","76.95%","0.21%","0.59%","0.87%","0.07%","12.16%","9.15%","23.43%",81794,"91.8","44.5",16
"560","0500000US16015","Boise","Idaho",7610,"93.63%","89.93%","0.34%","0.87%","0.49%","0.09%","1.91%","6.37%","5.94%",70776,"95.4","27.1",34
"561","0500000US16017","Bonner","Idaho",47110,"93.89%","91.15%","0.25%","0.73%","0.54%","0.09%","1.13%","6.11%","3.80%",61816,"91.3","27.2",9
"562","0500000US16019","Bonneville","Idaho",123964,"92.84%","83.68%","0.50%","1.02%","1.15%","0.12%","6.36%","7.16%","13.83%",73103,"92.0","31.9",4
"563","0500000US16021","Boundary","Idaho",12056,"93.68%","88.88%","0.22%","1.40%","0.62%","0.07%","2.48%","6.32%","5.48%",58810,"86.9","18.2",25
"564","0500000US16023","Butte","Idaho",2574,"94.44%","92.15%","0.08%","0.70%","0.12%","0.12%","1.28%","5.56%","5.56%",37358,"90.4","16.2",42
"565","0500000US16025","Camas","Idaho",1077,"90.81%","88.02%","0.19%","0.09%","0.84%","0.00%","1.67%","9.19%","15.60%",63750,"87.2","27.0",43
"566","0500000US16027","Canyon","Idaho",231105,"87.79%","73.30%","0.70%","1.16%","0.92%","0.30%","11.41%","12.21%","26.14%",68473,"87.0","21.6",2
"567","0500000US16029","Caribou","Idaho",7027,"95.87%","92.56%","0.01%","0.71%","0.19%","0.21%","2.19%","4.13%","7.27%",65380,"90.4","15.7",35
"568","0500000US16031","Cassia","Idaho",24655,"91.45%","72.18%","0.28%","1.04%","0.54%","0.12%","17.29%","8.55%","28.18%",63525,"85.7","20.5",15
"569","0500000US16033","Clark","Idaho",790,"86.84%","63.04%","1.27%","0.25%","0.13%","0.00%","22.15%","13.16%","40.51%",53500,"61.6","15.3",44
"570","0500000US16035","Clearwater","Idaho",8734,"95.27%","91.18%","0.46%","1.71%","0.55%","0.02%","1.35%","4.73%","4.27%",55885,"91.8","18.1",31
"571","0500000US16037","Custer","Idaho",4275,"94.95%","92.21%","0.12%","0.82%","0.40%","0.05%","1.36%","5.05%","3.95%",60357,"91.3","28.8",40
"572","0500000US16039","Elmore","Idaho",28666,"89.48%","74.96%","2.64%","1.25%","2.79%","0.38%","7.46%","10.52%","17.93%",55000,"88.0","20.9",13
"573","0500000US16041","Franklin","Idaho",14194,"95.30%","90.94%","0.18%","0.73%","0.21%","0.05%","3.19%","4.70%","7.04%",61679,"92.1","17.2",22
"574","0500000US16043","Fremont","Idaho",13388,"95.08%","86.37%","0.16%","0.70%","0.34%","0.19%","7.32%","4.92%","12.38%",67015,"89.8","21.4",23
"575","0500000US16045","Gem","Idaho",19123,"92.51%","86.93%","0.16%","0.81%","0.52%","0.14%","3.96%","7.49%","9.05%",65204,"90.2","22.5",19
"576","0500000US16047","Gooding","Idaho",15598,"88.27%","71.98%","0.19%","1.06%","0.28%","0.04%","14.72%","11.73%","29.68%",60938,"79.0","15.8",21
"577","0500000US16049","Idaho","Idaho",16541,"94.53%","89.59%","0.35%","2.67%","0.37%","0.03%","1.53%","5.47%","3.72%",54745,"92.2","21.5",20
"578","0500000US16051","Jefferson","Idaho",30891,"94.76%","87.70%","0.28%","0.66%","0.40%","0.11%","5.61%","5.24%","10.94%",77491,"92.6","26.8",12
"579","0500000US16053","Jerome","Idaho",24237,"86.41%","67.71%","0.20%","1.82%","0.40%","0.09%","16.19%","13.59%","38.25%",67347,"75.3","13.1",17
"580","0500000US16055","Kootenai","Idaho",171362,"92.69%","88.96%","0.30%","1.12%","0.83%","0.13%","1.35%","7.31%","5.28%",71949,"93.6","26.7",3
"581","0500000US16057","Latah","Idaho",39517,"92.71%","86.78%","0.84%","0.80%","2.48%","0.15%","1.66%","7.29%","4.66%",62258,"96.9","44.3",11
"582","0500000US16059","Lemhi","Idaho",7974,"95.28%","92.63%","0.24%","0.70%","0.46%","0.08%","1.18%","4.72%","3.59%",49216,"91.7","22.2",32
"583","0500000US16061","Lewis","Idaho",3533,"94.20%","87.32%","0.17%","5.21%","0.28%","0.03%","1.19%","5.80%","5.49%",46484,"89.9","18.5",41
"584","0500000US16063","Lincoln","Idaho",5127,"87.73%","70.10%","0.12%","1.50%","0.20%","0.08%","15.74%","12.27%","32.28%",62250,"81.6","11.2",37
"585","0500000US16065","Madison","Idaho",52913,"94.45%","85.56%","1.39%","0.46%","1.81%","0.44%","4.79%","5.55%","8.28%",53025,"97.4","39.1",7
"586","0500000US16067","Minidoka","Idaho",21613,"88.43%","67.51%","0.18%","1.30%","0.29%","0.09%","19.05%","11.57%","35.81%",63594,"81.3","15.9",18
"587","0500000US16069","Nez Perce","Idaho",42090,"93.89%","85.78%","0.46%","5.81%","0.79%","0.08%","0.98%","6.11%","4.52%",65023,"93.0","25.7",10
"588","0500000US16071","Oneida","Idaho",4564,"96.43%","94.50%","0.07%","0.37%","0.35%","0.09%","1.05%","3.57%","4.47%",67383,"93.4","23.8",38
"589","0500000US16073","Owyhee","Idaho",11913,"89.32%","72.91%","0.25%","3.53%","0.38%","0.08%","12.16%","10.68%","26.06%",58440,"76.1","13.9",26
"590","0500000US16075","Payette","Idaho",25386,"89.65%","80.48%","0.26%","1.30%","0.89%","0.14%","6.58%","10.35%","18.16%",62721,"85.9","20.2",14
"591","0500000US16077","Power","Idaho",7878,"91.00%","65.79%","0.25%","2.82%","0.23%","0.14%","21.77%","9.00%","34.56%",56671,"84.3","14.7",33
"592","0500000US16079","Shoshone","Idaho",13169,"93.98%","90.99%","0.16%","1.25%","0.43%","0.05%","1.11%","6.02%","4.12%",44807,"88.1","11.6",24
"593","0500000US16081","Teton","Idaho",11630,"92.53%","80.94%","0.21%","0.66%","0.46%","0.00%","10.25%","7.47%","16.62%",88906,"93.4","47.1",28
"594","0500000US16083","Twin Falls","Idaho",90046,"91.30%","80.20%","1.17%","1.04%","1.59%","0.24%","7.06%","8.70%","17.51%",61183,"87.4","23.6",5
"595","0500000US16085","Valley","Idaho",11746,"94.19%","90.22%","0.14%","0.62%","0.52%","0.07%","2.62%","5.81%","1.45%",72878,"92.8","36.4",27
"596","0500000US16087","Washington","Idaho",10500,"91.35%","81.63%","0.21%","1.07%","0.78%","0.07%","7.60%","8.65%","16.58%",50046,"90.2","17.5",29
"597","0500000US17001","Adams","Illinois",65737,"95.11%","89.50%","3.80%","0.16%","0.78%","0.06%","0.80%","4.89%","1.82%",63767,"93.3","26.9",23
"598","0500000US17003","Alexander","Illinois",5240,"95.00%","63.19%","30.86%","0.46%","0.11%","0.00%","0.38%","5.00%","0.97%",40365,"86.4","10.3",96
"599","0500000US17005","Bond","Illinois",16725,"95.97%","86.37%","6.44%","0.31%","0.63%","0.07%","2.15%","4.03%","3.81%",58617,"88.9","21.1",64
"600","0500000US17007","Boone","Illinois",53448,"88.62%","72.53%","2.33%","0.93%","1.23%","0.04%","11.56%","11.38%","23.51%",80502,"86.6","24.0",25
"601","0500000US17009","Brown","Illinois",6244,"97.15%","76.54%","16.88%","0.18%","0.19%","0.00%","3.36%","2.85%","7.03%",64760,"80.3","14.0",93
"602","0500000US17011","Bureau","Illinois",33244,"93.83%","88.31%","0.83%","0.44%","0.90%","0.06%","3.28%","6.17%","9.89%",64165,"90.3","21.5",45
"603","0500000US17013","Calhoun","Illinois",4437,"96.26%","95.27%","0.16%","0.23%","0.16%","0.00%","0.45%","3.74%","0.81%",88059,"92.0","19.5",100
"604","0500000US17015","Carroll","Illinois",15702,"96.15%","89.91%","4.42%","0.40%","0.25%","0.03%","1.13%","3.85%","4.59%",61539,"88.4","18.7",68
"605","0500000US17017","Cass","Illinois",13042,"93.04%","73.06%","5.56%","0.99%","0.90%","0.31%","12.22%","6.96%","20.21%",64826,"86.2","19.2",82
"606","0500000US17019","Champaign","Illinois",205865,"92.72%","62.70%","13.93%","0.38%","11.89%","0.04%","3.77%","7.28%","6.47%",61090,"94.7","45.6",10
"607","0500000US17021","Christian","Illinois",34032,"96.55%","92.37%","1.15%","0.18%","0.53%","0.01%","2.31%","3.45%","1.94%",56933,"90.4","17.2",43
"608","0500000US17023","Clark","Illinois",15455,"97.22%","95.66%","0.35%","0.18%","0.39%","0.00%","0.64%","2.78%","1.67%",65874,"92.2","24.4",71
"609","0500000US17025","Clay","Illinois",13288,"96.18%","94.25%","0.29%","0.30%","0.59%","0.02%","0.73%","3.82%","0.20%",58028,"88.1","15.0",80
"610","0500000US17027","Clinton","Illinois",36899,"95.71%","89.66%","3.12%","0.29%","0.49%","0.01%","2.14%","4.29%","3.31%",78054,"92.0","23.6",38
"611","0500000US17029","Coles","Illinois",46863,"95.16%","87.14%","4.44%","0.24%","1.33%","0.06%","1.95%","4.84%","2.96%",53732,"91.9","27.0",31
"612","0500000US17031","Cook","Illinois",5275541,"89.64%","44.47%","22.86%","1.08%","7.83%","0.04%","13.37%","10.36%","25.64%",78304,"88.2","41.3",1
"613","0500000US17033","Crawford","Illinois",18679,"96.63%","91.18%","3.32%","0.24%","0.46%","0.01%","1.42%","3.37%","2.46%",64163,"88.6","18.9",59
"614","0500000US17035","Cumberland","Illinois",10450,"96.57%","95.54%","0.27%","0.21%","0.22%","0.05%","0.29%","3.43%","1.67%",71274,"93.4","17.7",87
"615","0500000US17037","DeKalb","Illinois",100420,"91.32%","73.95%","8.92%","0.55%","2.29%","0.03%","5.59%","8.68%","12.30%",68617,"93.0","34.1",20
"616","0500000US17039","De Witt","Illinois",15516,"96.29%","93.62%","0.71%","0.18%","0.26%","0.12%","1.41%","3.71%","3.03%",61823,"94.2","21.5",70
"617","0500000US17041","Douglas","Illinois",19740,"95.60%","90.45%","0.34%","0.30%","0.53%","0.04%","3.94%","4.40%","7.55%",67177,"84.8","19.9",58
"618","0500000US17043","DuPage","Illinois",932877,"91.14%","66.12%","4.88%","0.55%","12.83%","0.03%","6.72%","8.86%","14.77%",107035,"93.5","51.1",2
"619","0500000US17045","Edgar","Illinois",16866,"96.92%","95.28%","0.49%","0.20%","0.33%","0.00%","0.62%","3.08%","1.33%",56687,"87.9","18.8",62
"620","0500000US17047","Edwards","Illinois",6245,"97.66%","96.38%","0.35%","0.13%","0.34%","0.14%","0.32%","2.34%","1.38%",60784,"91.1","13.9",92
"621","0500000US17049","Effingham","Illinois",34668,"96.32%","94.03%","0.45%","0.17%","0.72%","0.02%","0.94%","3.68%","2.23%",73181,"93.5","25.9",41
"622","0500000US17051","Fayette","Illinois",21488,"97.31%","92.04%","3.71%","0.38%","0.31%","0.00%","0.86%","2.69%","2.29%",51962,"86.6","14.8",55
"623","0500000US17053","Ford","Illinois",13534,"94.94%","92.05%","0.56%","0.24%","0.46%","0.00%","1.63%","5.06%","4.09%",58930,"91.7","19.8",78
"624","0500000US17055","Franklin","Illinois",37804,"95.40%","93.78%","0.48%","0.29%","0.31%","0.01%","0.53%","4.60%","1.93%",51031,"89.9","17.7",35
"625","0500000US17057","Fulton","Illinois",33609,"96.82%","91.65%","3.35%","0.19%","0.21%","0.02%","1.41%","3.18%","2.87%",57223,"89.9","17.7",44
"626","0500000US17059","Gallatin","Illinois",4946,"96.58%","95.03%","0.53%","0.10%","0.49%","0.00%","0.44%","3.42%","0.32%",51868,"87.2","12.4",99
"627","0500000US17061","Greene","Illinois",11985,"96.70%","95.89%","0.19%","0.11%","0.18%","0.03%","0.30%","3.30%","1.32%",58900,"90.4","15.4",84
"628","0500000US17063","Grundy","Illinois",52533,"92.21%","85.86%","1.65%","0.35%","0.92%","0.05%","3.38%","7.79%","10.95%",89993,"94.0","25.7",27
"629","0500000US17065","Hamilton","Illinois",7993,"96.28%","95.10%","0.51%","0.20%","0.16%","0.00%","0.31%","3.72%","1.98%",60574,"86.3","17.2",89
"630","0500000US17067","Hancock","Illinois",17620,"96.42%","94.68%","0.41%","0.29%","0.35%","0.02%","0.67%","3.58%","1.78%",61026,"94.4","24.6",60
