"","Geography","County","State","Total Population","Percent one race","Percent White alone","Percent Black alone","Percent Native American alone","Percent Asian alone","Percent Pacific Islander alone","Percent Other alone","Percent multiracial","Percent Hispanic or Latino","Estimated Median Household Income","Percent high school graduate or higher 25 years and over","Percent bachelor's degree or higher 25 years and over","rank"
"2812","0500000US50009","Essex","Vermont",5920,"95.10%","94.02%","0.25%","0.30%","0.27%","0.08%","0.17%","4.90%","1.55%",55247,"88.9","20.2",14
"2813","0500000US50011","Franklin","Vermont",49946,"94.08%","91.12%","0.68%","1.00%","0.64%","0.03%","0.60%","5.92%","1.84%",73633,"91.9","27.4",5
"2814","0500000US50013","Grand Isle","Vermont",7293,"94.53%","92.20%","0.70%","0.62%","0.45%","0.00%","0.56%","5.47%","2.02%",86639,"96.1","42.6",13
"2815","0500000US50015","Lamoille","Vermont",25945,"94.22%","91.65%","0.87%","0.34%","0.54%","0.01%","0.81%","5.78%","1.97%",69886,"94.2","42.8",12
"2816","0500000US50017","Orange","Vermont",29277,"94.42%","92.15%","0.55%","0.46%","0.57%","0.02%","0.67%","5.58%","1.41%",74534,"93.9","35.2",10
"2817","0500000US50019","Orleans","Vermont",27393,"95.16%","92.96%","0.48%","0.72%","0.45%","0.00%","0.54%","4.84%","1.66%",63981,"91.5","27.7",11
"2818","0500000US50021","Rutland","Vermont",60572,"94.05%","91.55%","0.85%","0.26%","0.76%","0.02%","0.60%","5.95%","1.69%",62641,"93.6","33.0",2
"2819","0500000US50023","Washington","Vermont",59807,"93.82%","90.54%","1.09%","0.26%","1.06%","0.04%","0.84%","6.18%","2.01%",77278,"95.1","46.2",3
"2820","0500000US50025","Windham","Vermont",45905,"93.85%","90.14%","1.17%","0.30%","1.08%","0.02%","1.14%","6.15%","2.56%",65473,"94.2","40.4",6
"2821","0500000US50027","Windsor","Vermont",57753,"94.43%","91.56%","0.81%","0.32%","0.95%","0.03%","0.76%","5.57%","2.01%",69492,"94.9","40.8",4
"2822","0500000US51001","Accomack","Virginia",33413,"94.74%","60.64%","25.95%","0.89%","0.76%","0.01%","6.49%","5.26%","9.23%",52694,"81.6","21.3",54
"2823","0500000US51003","Albemarle","Virginia",112395,"92.96%","72.84%","8.86%","0.25%","7.32%","0.04%","3.65%","7.04%","5.90%",97708,"93.8","60.1",16
"2824","0500000US51005","Alleghany","Virginia",15223,"96.22%","90.74%","4.47%","0.18%","0.40%","0.05%","0.38%","3.78%","1.62%",52546,"88.2","15.2",97
"2825","0500000US51007","Amelia","Virginia",13265,"95.24%","73.73%","19.26%","0.29%","0.49%","0.00%","1.46%","4.76%","3.43%",63438,"86.4","17.7",104
"2826","0500000US51009","Amherst","Virginia",31307,"94.15%","74.07%","17.25%","0.80%","0.58%","0.09%","1.36%","5.85%","2.68%",64454,"87.7","21.9",55
"2827","0500000US51011","Appomattox","Virginia",16119,"95.72%","76.05%","17.95%","0.32%","0.29%","0.04%","1.07%","4.28%","2.18%",60041,"89.9","19.3",90
"2828","0500000US51013","Arlington","Virginia",238643,"89.16%","60.88%","8.75%","0.66%","11.50%","0.06%","7.31%","10.84%","15.39%",137387,"95.3","76.8",8
"2829","0500000US51015","Augusta","Virginia",77487,"95.56%","89.23%","4.02%","0.24%","0.60%","0.04%","1.42%","4.44%","3.43%",76124,"89.9","23.3",28
"2830","0500000US51017","Bath","Virginia",4209,"95.39%","91.59%","2.76%","0.14%","0.40%","0.05%","0.45%","4.61%","0.74%",55699,"86.0","18.3",130
"2831","0500000US51019","Bedford","Virginia",79462,"95.23%","86.51%","6.20%","0.27%","1.22%","0.05%","0.99%","4.77%","2.62%",74773,"92.4","32.6",25
"2832","0500000US51021","Bland","Virginia",6270,"96.59%","93.68%","2.70%","0.00%","0.10%","0.00%","0.11%","3.41%","0.78%",59901,"92.0","16.4",126
"2833","0500000US51023","Botetourt","Virginia",33596,"96.04%","91.35%","2.73%","0.21%","0.70%","0.01%","1.04%","3.96%","1.98%",77680,"93.6","27.7",52
"2834","0500000US51025","Brunswick","Virginia",15849,"97.46%","41.35%","54.31%","0.15%","0.28%","0.03%","1.35%","2.54%","2.62%",52678,"76.5","16.0",92
"2835","0500000US51027","Buchanan","Virginia",20355,"98.29%","94.81%","3.04%","0.07%","0.25%","0.02%","0.10%","1.71%","0.95%",39591,"74.2","10.9",81
"2836","0500000US51029","Buckingham","Virginia",16824,"96.17%","62.34%","32.31%","0.30%","0.35%","0.04%","0.83%","3.83%","2.53%",59894,"84.1","12.2",88
"2837","0500000US51031","Campbell","Virginia",55696,"94.96%","77.78%","14.06%","0.34%","1.08%","0.03%","1.67%","5.04%","3.05%",59022,"90.5","24.6",32
"2838","0500000US51033","Caroline","Virginia",30887,"92.22%","62.21%","25.00%","0.54%","0.96%","0.05%","3.47%","7.78%","5.96%",83562,"89.4","22.3",56
"2839","0500000US51035","Carroll","Virginia",29155,"96.36%","93.48%","0.58%","0.18%","0.27%","0.01%","1.83%","3.64%","4.21%",49113,"83.0","15.9",60
"2840","0500000US51036","Charles City","Virginia",6773,"94.95%","44.71%","41.87%","6.61%","0.56%","0.09%","1.11%","5.05%","2.16%",65573,"84.9","16.2",121
"2841","0500000US51037","Charlotte","Virginia",11529,"96.14%","66.94%","27.24%","0.19%","0.27%","0.05%","1.46%","3.86%","2.59%",51548,"84.5","16.6",109
"2842","0500000US51041","Chesterfield","Virginia",364548,"92.61%","59.33%","22.80%","0.44%","3.62%","0.07%","6.36%","7.39%","9.90%",95757,"92.6","42.3",5
"2843","0500000US51043","Clarke","Virginia",14783,"93.19%","84.43%","3.91%","0.34%","1.43%","0.10%","2.97%","6.81%","6.66%",107475,"93.7","34.5",98
"2844","0500000US51045","Craig","Virginia",4892,"96.22%","95.11%","0.27%","0.10%","0.22%","0.06%","0.45%","3.78%","0.94%",66286,"87.9","16.0",129
"2845","0500000US51047","Culpeper","Virginia",52552,"91.08%","68.68%","12.50%","0.69%","1.48%","0.04%","7.69%","8.92%","12.46%",92359,"89.4","26.8",35
"2846","0500000US51049","Cumberland","Virginia",9675,"95.24%","63.72%","29.26%","0.44%","0.39%","0.08%","1.33%","4.76%","1.18%",56497,"86.1","18.5",115
"2847","0500000US51051","Dickenson","Virginia",14124,"97.95%","97.20%","0.35%","0.16%","0.13%","0.01%","0.09%","2.05%","1.05%",40143,"81.4","11.4",101
"2848","0500000US51053","Dinwiddie","Virginia",27947,"95.12%","62.68%","29.26%","0.45%","0.45%","0.01%","2.28%","4.88%","3.96%",77225,"89.5","17.9",64
"2849","0500000US51057","Essex","Virginia",10599,"94.83%","56.16%","35.62%","0.78%","0.58%","0.03%","1.66%","5.17%","4.42%",52335,"82.6","15.3",114
"2850","0500000US51059","Fairfax","Virginia",1150309,"88.74%","49.47%","9.64%","0.57%","20.43%","0.08%","8.56%","11.26%","16.45%",145165,"93.5","64.1",1
"2851","0500000US51061","Fauquier","Virginia",72972,"91.15%","77.65%","6.98%","0.43%","1.68%","0.07%","4.35%","8.85%","9.90%",122785,"92.2","39.4",29
"2852","0500000US51063","Floyd","Virginia",15476,"95.54%","91.88%","1.58%","0.13%","0.33%","0.00%","1.62%","4.46%","2.95%",57146,"90.8","23.2",94
"2853","0500000US51065","Fluvanna","Virginia",27249,"93.57%","77.15%","13.69%","0.29%","0.81%","0.03%","1.60%","6.43%","4.21%",90766,"93.3","35.8",65
"2854","0500000US51067","Franklin","Virginia",54477,"95.54%","85.73%","7.20%","0.27%","0.56%","0.05%","1.73%","4.46%","3.01%",66275,"89.7","23.8",33
"2855","0500000US51069","Frederick","Virginia",91419,"91.99%","80.43%","4.07%","0.34%","1.84%","0.04%","5.27%","8.01%","10.19%",92443,"88.7","29.1",23
"2856","0500000US51071","Giles","Virginia",16787,"96.44%","93.98%","1.45%","0.20%","0.42%","0.00%","0.38%","3.56%","1.90%",61987,"90.4","19.3",89
"2857","0500000US51073","Gloucester","Virginia",38711,"93.10%","83.69%","7.11%","0.40%","0.82%","0.06%","1.02%","6.90%","4.12%",83750,"89.9","25.5",45
"2858","0500000US51075","Goochland","Virginia",24727,"95.13%","78.06%","13.21%","0.30%","2.00%","0.01%","1.55%","4.87%","3.27%",105600,"94.2","44.4",70
"2859","0500000US51077","Grayson","Virginia",15333,"96.31%","88.42%","5.90%","0.21%","0.16%","0.01%","1.61%","3.69%","3.92%",43348,"83.0","14.1",96
"2860","0500000US51079","Greene","Virginia",20552,"93.21%","80.38%","7.04%","0.16%","2.22%","0.03%","3.38%","6.79%","6.64%",81338,"89.3","27.9",80
"2861","0500000US51081","Greensville","Virginia",11391,"97.74%","38.31%","58.44%","0.26%","0.29%","0.00%","0.43%","2.26%","5.07%",51823,"79.7","13.4",110
"2862","0500000US51083","Halifax","Virginia",34022,"96.85%","60.02%","34.66%","0.23%","0.64%","0.02%","1.29%","3.15%","2.37%",49145,"82.2","17.1",50
"2863","0500000US51085","Hanover","Virginia",109979,"94.31%","81.60%","8.92%","0.36%","1.85%","0.03%","1.55%","5.69%","3.33%",104678,"94.4","41.8",17
"2864","0500000US51087","Henrico","Virginia",334389,"93.63%","51.03%","29.18%","0.40%","9.66%","0.05%","3.31%","6.37%","6.11%",82424,"92.9","45.4",6
"2865","0500000US51089","Henry","Virginia",50948,"94.80%","68.78%","21.90%","0.32%","0.57%","0.03%","3.20%","5.20%","6.03%",43694,"81.3","14.4",37
"2866","0500000US51091","Highland","Virginia",2232,"96.73%","95.65%","0.09%","0.13%","0.27%","0.04%","0.54%","3.27%","0.00%",57070,"90.0","30.7",132
"2867","0500000US51093","Isle of Wight","Virginia",38606,"94.42%","69.21%","22.43%","0.43%","1.05%","0.08%","1.21%","5.58%","4.06%",91680,"91.2","29.8",46
"2868","0500000US51095","James City","Virginia",78254,"92.49%","73.75%","12.81%","0.35%","2.90%","0.07%","2.61%","7.51%","6.42%",100711,"95.7","50.0",27
"2869","0500000US51097","King and Queen","Virginia",6608,"94.85%","67.95%","23.77%","1.36%","0.35%","0.05%","1.38%","5.15%","3.68%",70147,"86.4","22.6",124
"2870","0500000US51099","King George","Virginia",26723,"90.70%","71.55%","14.90%","0.71%","1.56%","0.06%","1.92%","9.30%","6.41%",103264,"90.3","34.9",66
"2871","0500000US51101","King William","Virginia",17810,"94.88%","76.56%","14.60%","1.62%","0.72%","0.06%","1.31%","5.12%","2.93%",79398,"93.5","24.8",85
"2872","0500000US51103","Lancaster","Virginia",10919,"96.90%","68.39%","27.03%","0.22%","0.71%","0.01%","0.55%","3.10%","2.30%",62674,"86.4","32.3",111
"2873","0500000US51105","Lee","Virginia",22173,"97.45%","92.59%","3.99%","0.32%","0.18%","0.00%","0.37%","2.55%","2.15%",41619,"81.7","11.5",77
"2874","0500000US51107","Loudoun","Virginia",420959,"89.39%","53.68%","7.26%","0.38%","21.33%","0.06%","6.68%","10.61%","13.83%",170463,"94.4","63.5",4
"2875","0500000US51109","Louisa","Virginia",37596,"93.77%","76.64%","14.38%","0.42%","0.68%","0.05%","1.59%","6.23%","3.63%",76594,"88.6","25.8",47
"2876","0500000US51111","Lunenburg","Virginia",11936,"94.79%","59.44%","31.88%","0.29%","0.22%","0.05%","2.91%","5.21%","6.12%",54438,"78.7","11.1",107
"2877","0500000US51113","Madison","Virginia",13837,"94.43%","84.44%","7.70%","0.12%","0.65%","0.01%","1.52%","5.57%","3.43%",74586,"87.0","24.5",102
"2878","0500000US51115","Mathews","Virginia",8533,"94.97%","85.49%","7.73%","0.20%","0.61%","0.18%","0.76%","5.03%","3.06%",79054,"94.3","29.8",117
"2879","0500000US51117","Mecklenburg","Virginia",30319,"96.45%","59.47%","34.42%","0.25%","0.68%","0.00%","1.63%","3.55%","3.10%",51265,"86.5","21.5",58
"2880","0500000US51119","Middlesex","Virginia",10625,"95.11%","79.16%","14.33%","0.31%","0.26%","0.03%","1.01%","4.89%","3.16%",69389,"89.4","29.6",113
"2881","0500000US51121","Montgomery","Virginia",99721,"94.10%","79.66%","4.18%","0.21%","8.37%","0.05%","1.64%","5.90%","3.53%",65270,"95.0","46.5",19
"2882","0500000US51125","Nelson","Virginia",14775,"95.09%","81.36%","10.41%","0.38%","0.45%","0.02%","2.47%","4.91%","4.58%",64028,"86.6","30.4",99
"2883","0500000US51127","New Kent","Virginia",22945,"93.80%","78.52%","11.94%","1.08%","0.97%","0.03%","1.26%","6.20%","4.06%",113120,"94.1","33.6",74
"2884","0500000US51131","Northampton","Virginia",12282,"94.28%","57.57%","30.82%","0.69%","0.67%","0.07%","4.47%","5.72%","9.33%",54693,"86.9","29.3",106
"2885","0500000US51133","Northumberland","Virginia",11839,"95.86%","70.66%","22.72%","0.24%","0.58%","0.00%","1.65%","4.14%","4.13%",64655,"89.2","33.7",108
"2886","0500000US51135","Nottoway","Virginia",15642,"95.47%","55.14%","37.16%","0.54%","0.41%","0.02%","2.19%","4.53%","5.01%",62366,"83.8","16.1",93
"2887","0500000US51137","Orange","Virginia",36254,"92.75%","76.89%","12.04%","0.53%","0.89%","0.05%","2.34%","7.25%","6.08%",87309,"89.8","27.3",48
"2888","0500000US51139","Page","Virginia",23709,"96.23%","92.95%","1.85%","0.22%","0.51%","0.03%","0.67%","3.77%","2.37%",56760,"82.4","14.7",72
"2889","0500000US51141","Patrick","Virginia",17608,"96.37%","89.27%","4.77%","0.20%","0.24%","0.02%","1.86%","3.63%","3.28%",49180,"83.6","16.3",86
"2890","0500000US51143","Pittsylvania","Virginia",60501,"96.48%","73.84%","20.52%","0.28%","0.48%","0.04%","1.32%","3.52%","2.91%",52619,"84.2","15.0",31
"2891","0500000US51145","Powhatan","Virginia",30333,"94.82%","84.83%","8.26%","0.21%","0.56%","0.08%","0.88%","5.18%","2.49%",108089,"91.5","32.8",57
"2892","0500000US51147","Prince Edward","Virginia",21849,"95.68%","48.80%","42.42%","0.16%","0.90%","0.00%","3.39%","4.32%","3.62%",57304,"88.4","26.9",78
"2893","0500000US51149","Prince George","Virginia",43010,"92.93%","55.40%","30.15%","0.64%","2.00%","0.33%","4.40%","7.07%","9.57%",80318,"89.4","24.1",40
"2894","0500000US51153","Prince William","Virginia",482204,"86.92%","41.65%","20.21%","0.74%","10.43%","0.12%","13.76%","13.08%","24.91%",123193,"89.9","43.7",2
"2895","0500000US51155","Pulaski","Virginia",33800,"95.18%","88.53%","4.91%","0.20%","0.54%","0.01%","0.99%","4.82%","1.95%",59740,"90.3","21.1",51
"2896","0500000US51157","Rappahannock","Virginia",7348,"93.98%","88.75%","2.72%","0.24%","0.86%","0.04%","1.37%","6.02%","4.33%",98663,"90.6","33.8",119
"2897","0500000US51159","Richmond","Virginia",8923,"95.37%","64.32%","27.33%","0.18%","0.47%","0.00%","3.07%","4.63%","7.53%",62708,"75.1","17.8",116
"2898","0500000US51161","Roanoke","Virginia",96929,"94.67%","83.34%","5.95%","0.25%","3.57%","0.02%","1.54%","5.33%","3.51%",80872,"93.3","37.5",21
"2899","0500000US51163","Rockbridge","Virginia",22650,"95.40%","90.43%","2.54%","0.42%","0.83%","0.04%","1.15%","4.60%","2.14%",61903,"90.6","30.2",75
"2900","0500000US51165","Rockingham","Virginia",83757,"94.47%","86.75%","2.25%","0.35%","1.11%","0.02%","3.99%","5.53%","7.83%",73232,"87.2","28.8",24
"2901","0500000US51167","Russell","Virginia",25781,"97.72%","96.33%","0.89%","0.07%","0.16%","0.00%","0.26%","2.28%","0.69%",44088,"82.9","12.6",67
"2902","0500000US51169","Scott","Virginia",21576,"96.76%","95.56%","0.62%","0.14%","0.13%","0.02%","0.29%","3.24%","1.50%",44535,"83.0","13.9",79
"2903","0500000US51171","Shenandoah","Virginia",44186,"93.97%","86.38%","2.46%","0.45%","0.79%","0.02%","3.88%","6.03%","8.03%",62149,"88.6","20.7",39
"2904","0500000US51173","Smyth","Virginia",29800,"96.49%","93.76%","1.44%","0.13%","0.35%","0.00%","0.80%","3.51%","2.26%",45061,"84.7","17.5",59
"2905","0500000US51175","Southampton","Virginia",17996,"96.00%","61.57%","32.92%","0.37%","0.39%","0.11%","0.64%","4.00%","2.19%",67813,"86.8","19.0",84
"2906","0500000US51177","Spotsylvania","Virginia",140032,"90.08%","64.43%","16.38%","0.48%","2.84%","0.09%","5.85%","9.92%","11.41%",105068,"91.0","33.3",14
"2907","0500000US51179","Stafford","Virginia",156927,"87.78%","57.52%","19.37%","0.74%","3.98%","0.17%","5.99%","12.22%","14.99%",128036,"92.9","43.1",13
"2908","0500000US51181","Surry","Virginia",6561,"95.63%","53.09%","41.06%","0.29%","0.21%","0.15%","0.82%","4.37%","2.82%",68655,"87.6","23.5",125
"2909","0500000US51183","Sussex","Virginia",10829,"96.19%","41.56%","53.38%","0.17%","0.11%","0.10%","0.86%","3.81%","3.53%",59195,"81.3","15.4",112
"2910","0500000US51185","Tazewell","Virginia",40429,"96.41%","92.82%","2.39%","0.15%","0.53%","0.04%","0.48%","3.59%","1.16%",46508,"86.4","15.9",44
"2911","0500000US51187","Warren","Virginia",40727,"92.90%","84.43%","4.31%","0.45%","1.16%","0.04%","2.51%","7.10%","6.34%",79313,"88.8","22.4",43
"2912","0500000US51191","Washington","Virginia",53935,"96.58%","93.89%","1.23%","0.20%","0.62%","0.00%","0.65%","3.42%","1.63%",59116,"89.2","24.6",34
"2913","0500000US51193","Westmoreland","Virginia",18477,"93.44%","64.63%","24.31%","0.42%","0.80%","0.06%","3.23%","6.56%","6.81%",56647,"81.9","17.6",82
"2914","0500000US51195","Wise","Virginia",36130,"96.85%","90.75%","4.99%","0.15%","0.42%","0.03%","0.50%","3.15%","1.33%",47541,"80.4","16.3",49
"2915","0500000US51197","Wythe","Virginia",28290,"96.19%","92.49%","2.50%","0.22%","0.42%","0.01%","0.56%","3.81%","1.42%",53921,"90.1","20.1",61
"2916","0500000US51199","York","Virginia",70045,"90.45%","68.89%","12.75%","0.37%","6.13%","0.20%","2.12%","9.55%","7.28%",105154,"95.3","49.5",30
"2917","0500000US51510","Alexandria city","Virginia",159467,"89.23%","51.54%","20.01%","0.63%","7.12%","0.06%","9.88%","10.77%","16.36%",113179,"93.7","66.0",12
"2918","0500000US51520","Bristol city","Virginia",17219,"93.68%","85.68%","6.10%","0.33%","0.94%","0.02%","0.60%","6.32%","2.58%",45250,"86.2","22.8",87
"2919","0500000US51530","Buena Vista city","Virginia",6641,"93.27%","86.43%","4.35%","0.74%","0.44%","0.36%","0.95%","6.73%","1.48%",48783,"81.3","21.5",123
"2920","0500000US51540","Charlottesville city","Virginia",46553,"92.30%","65.18%","15.30%","0.35%","8.77%","0.05%","2.65%","7.70%","5.81%",67177,"92.0","58.9",38
"2921","0500000US51550","Chesapeake city","Virginia",249422,"91.91%","55.96%","28.97%","0.47%","3.63%","0.15%","2.73%","8.09%","7.05%",92703,"93.3","35.8",7
"2922","0500000US51570","Colonial Heights city","Virginia",18170,"92.15%","69.63%","16.04%","0.23%","3.19%","0.07%","2.98%","7.85%","7.24%",72216,"91.5","28.1",83
"2923","0500000US51580","Covington city","Virginia",5737,"94.74%","79.92%","12.52%","0.40%","0.56%","0.09%","1.26%","5.26%","2.37%",45737,"88.6","11.4",128
"2924","0500000US51590","Danville city","Virginia",42590,"96.19%","40.53%","51.37%","0.44%","1.21%","0.00%","2.64%","3.81%","4.90%",41484,"84.4","18.7",42
"2925","0500000US51595","Emporia city","Virginia",5766,"96.31%","26.78%","63.39%","0.40%","0.92%","0.10%","4.72%","3.69%","4.61%",41442,"76.9","16.5",127
"2926","0500000US51600","Fairfax city","Virginia",24146,"88.36%","55.80%","4.57%","0.60%","18.79%","0.04%","8.56%","11.64%","18.21%",128708,"92.2","60.1",71
"2927","0500000US51610","Falls Church city","Virginia",14658,"88.15%","69.73%","3.93%","0.22%","10.23%","0.08%","3.97%","11.85%","11.19%",164536,"97.4","78.9",100
"2928","0500000US51620","Franklin city","Virginia",8180,"95.92%","36.77%","56.71%","0.42%","0.99%","0.06%","0.97%","4.08%","3.29%",57537,"84.3","23.2",118
"2929","0500000US51630","Fredericksburg city","Virginia",27982,"90.43%","56.72%","21.92%","0.64%","4.77%","0.11%","6.27%","9.57%","11.82%",83445,"92.5","43.5",63
"2930","0500000US51640","Galax city","Virginia",6720,"93.93%","77.87%","5.46%","0.49%","0.77%","0.01%","9.32%","6.07%","20.52%",44612,"80.2","17.5",122
"2931","0500000US51650","Hampton city","Virginia",137148,"92.45%","37.33%","49.52%","0.47%","2.60%","0.18%","2.35%","7.55%","6.58%",64430,"92.8","27.7",15
"2932","0500000US51660","Harrisonburg city","Virginia",51814,"89.70%","65.21%","8.14%","0.57%","4.08%","0.06%","11.64%","10.30%","20.77%",56050,"83.6","35.2",36
"2933","0500000US51670","Hopewell city","Virginia",23033,"92.68%","44.03%","42.77%","0.48%","1.10%","0.09%","4.20%","7.32%","8.87%",50661,"86.9","11.1",73
"2934","0500000US51678","Lexington city","Virginia",7320,"95.56%","83.50%","6.27%","0.27%","3.84%","0.00%","1.68%","4.44%","5.10%",93651,"96.2","60.2",120
"2935","0500000US51680","Lynchburg city","Virginia",79009,"94.17%","61.39%","27.15%","0.31%","2.24%","0.05%","3.04%","5.83%","4.67%",56243,"90.3","38.0",26
"2936","0500000US51683","Manassas city","Virginia",42772,"86.78%","39.08%","11.98%","1.25%","6.38%","0.08%","28.00%","13.22%","38.64%",110559,"85.8","34.5",41
"2937","0500000US51685","Manassas Park city","Virginia",17219,"86.86%","32.14%","12.40%","1.01%","10.66%","0.08%","30.57%","13.14%","41.67%",91673,"80.1","25.0",87
"2938","0500000US51690","Martinsville city","Virginia",13485,"94.35%","43.93%","45.19%","0.37%","0.86%","0.03%","3.97%","5.65%","7.02%",39127,"86.5","20.3",103
"2939","0500000US51700","Newport News city","Virginia",186247,"91.27%","40.10%","42.25%","0.50%","3.41%","0.24%","4.77%","8.73%","9.82%",63355,"91.7","28.7",11
"2940","0500000US51710","Norfolk city","Virginia",238005,"91.91%","43.21%","40.16%","0.56%","3.79%","0.22%","3.97%","8.09%","8.69%",60998,"89.3","32.2",9
"2941","0500000US51720","Norton city","Virginia",3687,"94.82%","87.93%","4.88%","0.22%","0.73%","0.03%","1.03%","5.18%","0.00%",36974,"90.2","19.4",131
"2942","0500000US51730","Petersburg city","Virginia",33458,"95.29%","16.19%","74.16%","0.42%","1.01%","0.10%","3.41%","4.71%","5.28%",46930,"86.4","21.8",53
"2943","0500000US51735","Poquoson city","Virginia",12460,"93.29%","88.76%","0.96%","0.33%","2.12%","0.06%","1.07%","6.71%","3.40%",114503,"96.2","38.4",105
"2944","0500000US51740","Portsmouth city","Virginia",97915,"93.65%","36.66%","53.33%","0.44%","1.31%","0.14%","1.78%","6.35%","4.98%",57154,"89.5","21.2",20
"2945","0500000US51750","Radford city","Virginia",16070,"94.67%","76.42%","13.58%","0.25%","1.35%","0.04%","3.04%","5.33%","3.30%",51039,"93.3","44.8",91
"2946","0500000US51760","Richmond city","Virginia",226610,"93.78%","43.31%","40.45%","0.40%","2.76%","0.05%","6.81%","6.22%","7.64%",59606,"88.8","44.1",10
"2947","0500000US51770","Roanoke city","Virginia",100011,"92.52%","57.30%","27.47%","0.42%","2.48%","0.05%","4.79%","7.48%","6.84%",51523,"89.1","28.4",18
"2948","0500000US51775","Salem city","Virginia",25346,"94.58%","82.55%","7.69%","0.19%","2.13%","0.04%","1.98%","5.42%","3.78%",68402,"93.9","32.5",69
"2949","0500000US51790","Staunton city","Virginia",25750,"93.31%","78.47%","11.40%","0.33%","1.25%","0.05%","1.81%","6.69%","3.77%",59731,"92.6","33.6",68
"2950","0500000US51800","Suffolk city","Virginia",94324,"93.50%","47.41%","42.09%","0.36%","1.81%","0.08%","1.74%","6.50%","4.85%",87758,"91.2","32.1",22
"2951","0500000US51810","Virginia Beach city","Virginia",459470,"90.40%","60.71%","18.60%","0.41%","7.47%","0.16%","3.04%","9.60%","8.74%",87544,"94.5","39.8",3
"2952","0500000US51820","Waynesboro city","Virginia",22196,"92.37%","74.62%","12.04%","0.19%","1.17%","0.12%","4.23%","7.63%","9.35%",52519,"88.2","27.2",76
"2953","0500000US51830","Williamsburg city","Virginia",15425,"93.57%","49.09%","36.95%","0.27%","3.24%","0.16%","3.86%","6.43%","7.71%",66815,"93.3","50.6",95
"2954","0500000US51840","Winchester city","Virginia",28120,"91.46%","65.21%","10.19%","0.91%","2.53%","0.06%","12.57%","8.54%","18.68%",62495,"87.0","32.3",62
"2955","0500000US53001","Adams","Washington",20613,"82.85%","44.46%","0.20%","2.13%","0.65%","0.06%","35.35%","17.15%","64.29%",63105,"71.0","14.7",31
"2956","0500000US53003","Asotin","Washington",22285,"93.39%","89.11%","0.52%","1.34%","0.92%","0.15%","1.35%","6.61%","4.68%",63724,"93.0","23.1",30
"2957","0500000US53005","Benton","Washington",206873,"88.33%","70.62%","1.40%","0.99%","3.09%","0.29%","11.94%","11.67%","23.60%",83778,"90.1","32.3",10
"2958","0500000US53007","Chelan","Washington",79074,"89.26%","69.92%","0.37%","1.03%","1.02%","0.16%","16.75%","10.74%","28.64%",71876,"85.4","29.5",17
"2959","0500000US53009","Clallam","Washington",77155,"91.33%","80.94%","0.80%","5.63%","1.64%","0.15%","2.17%","8.67%","7.20%",66108,"93.0","30.8",18
"2960","0500000US53011","Clark","Washington",503311,"89.61%","75.47%","2.26%","0.96%","4.82%","1.05%","5.05%","10.39%","10.76%",90115,"93.0","32.2",5
"2961","0500000US53013","Columbia","Washington",3952,"92.23%","87.10%","0.28%","1.27%","0.58%","0.03%","2.99%","7.77%","8.22%",68825,"89.9","26.6",38
"2962","0500000US53015","Cowlitz","Washington",110730,"90.79%","82.01%","0.74%","1.55%","1.60%","0.60%","4.28%","9.21%","9.80%",70912,"90.1","16.6",12
"2963","0500000US53017","Douglas","Washington",42938,"85.76%","64.84%","0.35%","1.57%","0.96%","0.14%","17.90%","14.24%","33.54%",79422,"81.8","21.7",25
"2964","0500000US53019","Ferry","Washington",7178,"91.98%","71.30%","0.39%","18.24%","0.64%","0.15%","1.25%","8.02%","1.81%",50424,"91.4","18.1",36
"2965","0500000US53021","Franklin","Washington",96749,"83.33%","47.38%","1.85%","1.45%","1.97%","0.24%","30.45%","16.67%","53.85%",77877,"75.8","20.0",14
